"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2011","France","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,596.71",""
"2011","France","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,158.04",""
"2011","France","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","291.58",""
"2011","France","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,734.93",""
"2011","France","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","669.23",""
"2011","France","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","133.59",""
"2011","France","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","2,880.48",""
"2011","Croatia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,451.42",""
"2011","Croatia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","284.03",""
"2011","Croatia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,270.64",""
"2011","Croatia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,815.38",""
"2011","Croatia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","407.43",""
"2011","Croatia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,627.68",""
"2011","Croatia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,198.91",""
"2011","Croatia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","167.08",""
"2011","Croatia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,458.5",""
"2011","Italy","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","917.39",""
"2011","Italy","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","153.87",""
"2011","Italy","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,069.38",""
"2011","Italy","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,169.74",""
"2011","Italy","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","199.49",""
"2011","Italy","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,175.15",""
"2011","Italy","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","746.99",""
"2011","Italy","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","110.23",""
"2011","Italy","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,375.66",""
"2011","Cyprus","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,024.77",""
"2011","Cyprus","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","133.46",""
"2011","Cyprus","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,704.29",""
"2011","Cyprus","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,160.28",""
"2011","Cyprus","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","175.94",""
"2011","Cyprus","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,223.85",""
"2011","Cyprus","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","909.11",""
"2011","Cyprus","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","92.99",""
"2011","Cyprus","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,278.23",""
"2011","Latvia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,576.89",""
"2011","Latvia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","457.37",""
"2011","Latvia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,198.47",""
"2011","Latvia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2,204.28",""
"2011","Latvia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","702.06",""
"2011","Latvia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","8,405.73",""
"2011","Latvia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,215.8",""
"2011","Latvia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","255.19",""
"2011","Latvia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,181.36",""
"2011","Lithuania","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,522.52",""
"2011","Lithuania","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","472.54",""
"2011","Lithuania","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,857.06",""
"2011","Lithuania","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2,138.39",""
"2011","Lithuania","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","743.9",""
"2011","Lithuania","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,895.16",""
"2011","Lithuania","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,142.83",""
"2011","Lithuania","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","245.4",""
"2011","Lithuania","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,847.63",""
"2011","Luxembourg","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,029.86",""
"2011","Luxembourg","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","189.12",""
"2011","Luxembourg","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,500.63",""
"2011","Luxembourg","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,347.63",""
"2011","Luxembourg","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","233.94",""
"2011","Luxembourg","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,945.17",""
"2011","Luxembourg","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","850.56",""
"2011","Luxembourg","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","142.7",""
"2011","Luxembourg","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,772.77",""
"2011","Hungary","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,495.13","d"
"2011","Hungary","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","409.86",""
"2011","Hungary","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,975.34","d"
"2011","Hungary","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,939.45","d"
"2011","Hungary","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","588.54",""
"2011","Hungary","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,516.31","d"
"2011","Hungary","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,199.82","d"
"2011","Hungary","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","252.45",""
"2011","Hungary","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,110.74","d"
"2011","Malta","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,036.18",""
"2011","Malta","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","164.85",""
"2011","Malta","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,633.22",""
"2011","Malta","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,260.47",""
"2011","Malta","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","206.63",""
"2011","Malta","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,610.96",""
"2011","Malta","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","872.15",""
"2011","Malta","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","123.01",""
"2011","Malta","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,964.75",""
"2011","Netherlands","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,001.69",""
"2011","Netherlands","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","171.55",""
"2011","Netherlands","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,428.7",""
"2011","Netherlands","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,217.69",""
"2011","Netherlands","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","195.83",""
"2011","Netherlands","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,436.14",""
"2011","Netherlands","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","858.04",""
"2011","Netherlands","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","147.02",""
"2011","Netherlands","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,793.25",""
"2011","Austria","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","994.6",""
"2011","Austria","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","194.72",""
"2011","Austria","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,296.65",""
"2011","Austria","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,249.91",""
"2011","Austria","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","259.75",""
"2011","Austria","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,337.49",""
"2011","Austria","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","817.76",""
"2011","Austria","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","131.73",""
"2011","Austria","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,649.84",""
"2011","Poland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,325.61",""
"2011","Poland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","347.08",""
"2011","Poland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,365.19",""
"2011","Poland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,761.13",""
"2011","Poland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","509.27",""
"2011","Poland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,929.03",""
"2011","Poland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,028.23",""
"2011","Poland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","194.89",""
"2011","Poland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,468.46",""
"2011","Portugal","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,014.47",""
"2011","Portugal","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","212.19",""
"2011","Portugal","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,326.48",""
"2011","Portugal","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,302.97",""
"2011","Portugal","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","305.59",""
"2011","Portugal","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,420.37",""
"2011","Portugal","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","805.59",""
"2011","Portugal","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","126.21",""
"2011","Portugal","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,610.18",""
"2011","Romania","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,600.13",""
"2011","Romania","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","397.83",""
"2011","Romania","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,563.47",""
"2011","Romania","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,989.14",""
"2011","Romania","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","571.36",""
"2011","Romania","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,841.99",""
"2011","Romania","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,306.74",""
"2011","Romania","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","235.43",""
"2011","Romania","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,729.34",""
"2011","Slovenia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,099.64",""
"2011","Slovenia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","219.44",""
"2011","Slovenia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,733.26",""
"2011","Slovenia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,440.33",""
"2011","Slovenia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","299.59",""
"2011","Slovenia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,149.53",""
"2011","Slovenia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","880.06",""
"2011","Slovenia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","137.39",""
"2011","Slovenia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,945.95",""
"2011","Slovakia","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,471.24",""
"2011","Slovakia","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","330.11",""
"2011","Slovakia","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","6,182.08",""
"2011","Slovakia","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,881.69",""
"2011","Slovakia","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","484.09",""
"2011","Slovakia","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","7,651.27",""
"2011","Slovakia","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1,188.85",""
"2011","Slovakia","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","186.89",""
"2011","Slovakia","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,325.12",""
"2011","Finland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1,028.94",""
"2011","Finland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","215.71",""
"2011","Finland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,386.08",""
"2011","Finland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,338.42",""
"2011","Finland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","298.39",""
"2011","Finland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,631.89",""
"2011","Finland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","815.19",""
"2011","Finland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","133.37",""
"2011","Finland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,629.9",""
"2011","Sweden","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","966.35",""
"2011","Sweden","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","152.11",""
"2011","Sweden","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,327.68",""
"2011","Sweden","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,169.84",""
"2011","Sweden","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","185.17",""
"2011","Sweden","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","5,234.75",""
"2011","Sweden","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","818.33",""
"2011","Sweden","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","118.53",""
"2011","Sweden","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,707.26",""
"2011","United Kingdom","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","978.85","d"
"2011","United Kingdom","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","188.98",""
"2011","United Kingdom","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,239.59","d"
"2011","United Kingdom","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,145.76","d"
"2011","United Kingdom","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","230.47",""
"2011","United Kingdom","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,924.28","d"
"2011","United Kingdom","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","848.53","d"
"2011","United Kingdom","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","148.35",""
"2011","United Kingdom","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,739.03","d"
"2011","Iceland","Rate","Total","Total","All causes of death (A00-Y89) excluding S00-T98","933.23",""
"2011","Iceland","Rate","Total","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","139.46",""
"2011","Iceland","Rate","Total","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,210.09",""
"2011","Iceland","Rate","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1,079.08",""
"2011","Iceland","Rate","Males","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","156.92",""
"2011","Iceland","Rate","Males","65 years or over","All causes of death (A00-Y89) excluding S00-T98","4,885.95",""
"2011","Iceland","Rate","Females","Total","All causes of death (A00-Y89) excluding S00-T98","813.59",""
"2011","Iceland","Rate","Females","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","120.81",""
"2011","Iceland","Rate","Females","65 years or over","All causes of death (A00-Y89) excluding S00-T98","3,673.51",""
