"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.3044125969235,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.40300127027628,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.33557568049364,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.98764380721382,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.09157342978119,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.73794837804585,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.07157636291334,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.05018217767746,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.16552916063874,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.99229224663987,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.20210763834632,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.32162275593113,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.68732302827714,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.99838571177133,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.90264237127906,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.95948809404158,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.06441316084474,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.75933124223785,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2007",4.42585365448843,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.54123042512065,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2009",1.89164453794583,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.44586487585376,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.72609829585952,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.91758768480312,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.16289902319262,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.59229391956499,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.4604943671105,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.77527551396505,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.46436896446435,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.7367513559359,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.72334674139495,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.28274029099765,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.33626413498317,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.11312929812596,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1972",6.20786095989678,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.88730054233674,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.94375037360264,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1975",-0.362303213284658,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1976",4.57700243856697,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1977",5.07998080296882,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1978",-0.210653479147599,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1979",5.35669983786292,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.73148542003497,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.14429450715539,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.01125437466054,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.97308801041666,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1984",0.0512752362018135,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.4986785044705,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.30139277197376,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.35716801209084,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1988",3.29588022411273,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.88707477850506,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.34564153855756,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.44162741410213,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.09352473143994,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.526809459820009,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.40211876654069,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.66798366438834,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.39831429528099,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.23899622488736,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.54858187006668,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.38440821001701,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.77276068317208,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.13415575077208,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.53378459610434,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.97803157602945,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.51060999045462,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.42835106108247,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.69321323807134,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.58960819909831,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.17399837434001,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.5536036976062,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.82455414012912,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.05355419233639,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.60215169270969,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.0435355582391758,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.7723944054852,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.975899123198007,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.1114039615589,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.62357083027035,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.31551602422064,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.52161924568131,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.32278057716267,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.30950922712596,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1961",4.97401187663619,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1962",5.18151481936109,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1963",4.40404769422768,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.94762636982809,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1965",3.58614517362045,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1966",3.10699378601237,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.86878898854789,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.17223020051133,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.62316417856934,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.19199418933094,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.75302137019929,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.2556466603226,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.12232756983207,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.19963425017949,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.32700026476008,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.65275096654562,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1977",0.626135477529568,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.84191266438317,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.34105800146796,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.47950122103937,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.27928361922309,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.594986944531178,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1983",0.311842729140544,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1984",2.46638265896653,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1985",1.65179284282233,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.82276212750619,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.30665942919146,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.72320890020787,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.46916681332645,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.13740245549291,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.83307429747979,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.53065481010349,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.961873090754529,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.2269714687309,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.38475722188069,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.31728787508296,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.79360159425736,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1998",1.96283599739573,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.54191032503347,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.72437662235507,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.09263427389265,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.70645494262807,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.03790813421409,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.57025015402854,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.32706317522611,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.55269320843091,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.6723399110729,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.445470659576453,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.01804423598373,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.86428231006817,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.69431652668952,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.739280805884041,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.459253151431106,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.57839886781096,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.03281594714969,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.51091550056278,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.96431653179573,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.45836134901903,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.29752007133906,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.13374260607602,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.06464854233609,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1962",7.4253691206278,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1963",5.3495359568791,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.64288203622611,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1965",6.31670312322511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1966",6.70481636258137,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.09136002793382,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.99550970456695,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.04550379609442,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1970",2.95996997714415,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.97033847751788,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.50963687586853,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.83581949905097,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.28031931914511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1975",1.46112655426563,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.87873727099215,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1977",3.43811424714362,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1978",3.68353907774067,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.7111335263899,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1980",2.15553607875367,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1981",3.47753830698191,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1982",-3.18833137048731,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.60139939717637,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1984",5.90930254321196,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.73763441446699,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.14365074178158,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1987",4.07228976473656,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.41026985056202,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.3173187791263,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.163545964486703,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1991",-2.08581792144757,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.900554228579137,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.66082143689594,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.49461151714156,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.69201561645516,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.61892791612719,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.27959504942667,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.89818145731511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1999",5.16094277123394,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.17879927570562,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.7890741228808,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.01685449117707,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.80089547361542,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.08728823815308,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.20290941872835,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.63458044807075,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.07278253830736,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.00762267504492,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.92840018154115,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.08949464041272,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.14688136747973,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.76227824283716,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.33017476994881,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.86845397236786,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.689906521624129,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.1070993825782,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.97856595868442,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.87856366208394,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.51507998713983,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.61818423636708,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.73363418540985,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.16112572782362,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1997",-0.617441985765747,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1998",-0.319316888901664,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.28238120215755,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.59534158905231,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.89673702747989,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.56933276317424,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.59795672244777,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.76129253177137,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.60479380979807,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2006",7.03195704258583,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.58793390291179,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.51051437216339,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.66208034451286,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.12305022643031,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.78002418704722,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.725207854693312,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.485103482658987,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.71499340352657,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2015",5.38481558468751,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.35762509223347,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.54725420051445,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.93785857267819,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.62849832212051,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.10029557966383,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.33049510819243,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.00503299618599,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1972",3.92934382503836,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.09292523611969,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1974",-1.12241166400789,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.45654173447137,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.9245745665708,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1977",1.87028858991477,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.22630861034913,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.86905642439694,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1980",-0.482992254273924,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.666133022433144,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.68465082595617,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.59606121239064,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.16615126247695,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.00368557503027,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.90425268590035,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1987",0.254226111881753,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.0136300024883,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.645214979195544,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.47524472572845,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.39365602871272,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.95701156603787,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.0106594282643274,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.33244864504582,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.02763407299731,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.90496610872873,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.25984675359591,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.21310941873326,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.94848118193982,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.74860819002845,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2001",0.822799904602851,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.467179183914844,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.388486667843899,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.66783934330114,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.34151913192461,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.91183035714286,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2007",0.907577466301435,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.510910058541778,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.90531721407939,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.86758170669978,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.33635209012083,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.22887036128832,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.935138367857283,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.61594398060862,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.34296315928979,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.24752680374993,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.0367211798936,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.38938053097345,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.82131953220695,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.35467740470657,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.40693896313932,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1961",7.60511276055869,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1962",2.98175246826518,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.28489802906119,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.23889441405602,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.30294826992175,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.37258347978909,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.16875171217241,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1968",2.30325780935784,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1969",9.59357690762,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1970",7.47032516760599,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1971",2.06362026191813,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1972",7.59971540996945,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.60076917886768,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.07418683106211,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1975",1.06908197727982,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1976",0.165341538107636,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1977",0.602859275420568,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.50114142221207,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1979",6.72318035662088,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1980",5.08927756257254,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.27337941990494,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.09685167710388,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.06920571523661,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1984",2.98703695160775,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.22739591032276,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.75439357778254,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.61912604651654,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1988",5.15349424842336,
