#NAME?,"<?xml version=""1.0""?><WebTableParameter xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns=""""><DataTable Code=""AV_AN_WAGE"" HasMetadata=""true""><Name LocaleIsoCode=""en"">Average annual wages</Name><Name LocaleIsoCode=""fr"">Salaires annuels moyens</Name><Dimension Code=""COUNTRY"" CommonCode=""LFS_COUNTRY"" Display=""labels""><Name LocaleIsoCode=""en"">Country</Name><Name LocaleIsoCode=""fr"">Pays</Name><Member Code=""AUS"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Australia</Name><Name LocaleIsoCode=""fr"">Australie</Name></Member><Member Code=""AUT"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Austria</Name><Name LocaleIsoCode=""fr"">Autriche</Name></Member><Member Code=""BEL"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Belgium</Name><Name LocaleIsoCode=""fr"">Belgique</Name></Member><Member Code=""CAN"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Canada</Name><Name LocaleIsoCode=""fr"">Canada</Name></Member><Member Code=""CHL"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Chile</Name><Name LocaleIsoCode=""fr"">Chili</Name></Member><Member Code=""CZE"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Czech Republic</Name><Name LocaleIsoCode=""fr"">République tchèque</Name></Member><Member Code=""DNK"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Denmark</Name><Name LocaleIsoCode=""fr"">Danemark</Name></Member><Member Code=""EST"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Estonia</Name><Name LocaleIsoCode=""fr"">Estonie</Name></Member><Member Code=""FIN"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Finland</Name><Name LocaleIsoCode=""fr"">Finlande</Name></Member><Member Code=""FRA"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">France</Name><Name LocaleIsoCode=""fr"">France</Name></Member><Member Code=""DEU"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Germany</Name><Name LocaleIsoCode=""fr"">Allemagne</Name></Member><Member Code=""GRC"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Greece</Name><Name LocaleIsoCode=""fr"">Grèce</Name></Member><Member Code=""HUN"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Hungary</Name><Name LocaleIsoCode=""fr"">Hongrie</Name></Member><Member Code=""ISL"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Iceland</Name><Name LocaleIsoCode=""fr"">Islande</Name></Member><Member Code=""IRL"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Ireland</Name><Name LocaleIsoCode=""fr"">Irlande</Name></Member><Member Code=""ISR"" HasMetadata=""true"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Israel</Name><Name LocaleIsoCode=""fr"">Israel</Name></Member><Member Code=""ITA"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Italy</Name><Name LocaleIsoCode=""fr"">Italie</Name></Member><Member Code=""JPN"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Japan</Name><Name LocaleIsoCode=""fr"">Japon</Name></Member><Member Code=""KOR"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Korea</Name><Name LocaleIsoCode=""fr"">Corée</Name></Member><Member Code=""LVA"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Latvia</Name><Name LocaleIsoCode=""fr"">Lettonie</Name></Member><Member Code=""LTU"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Lithuania</Name><Name LocaleIsoCode=""fr"">Lithuanie</Name></Member><Member Code=""LUX"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Luxembourg</Name><Name LocaleIsoCode=""fr"">Luxembourg</Name></Member><Member Code=""MEX"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Mexico</Name><Name LocaleIsoCode=""fr"">Mexique</Name></Member><Member Code=""NLD"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Netherlands</Name><Name LocaleIsoCode=""fr"">Pays-Bas</Name></Member><Member Code=""NZL"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">New Zealand</Name><Name LocaleIsoCode=""fr"">Nouvelle-Zélande</Name></Member><Member Code=""NOR"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Norway</Name><Name LocaleIsoCode=""fr"">Norvège</Name></Member><Member Code=""POL"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Poland</Name><Name LocaleIsoCode=""fr"">Pologne</Name></Member><Member Code=""PRT"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Portugal</Name><Name LocaleIsoCode=""fr"">Portugal</Name></Member><Member Code=""SVK"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Slovak Republic</Name><Name LocaleIsoCode=""fr"">République slovaque</Name></Member><Member Code=""SVN"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Slovenia</Name><Name LocaleIsoCode=""fr"">Slovenie</Name></Member><Member Code=""ESP"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Spain</Name><Name LocaleIsoCode=""fr"">Espagne</Name></Member><Member Code=""SWE"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Sweden</Name><Name LocaleIsoCode=""fr"">Suède</Name></Member><Member Code=""CHE"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Switzerland</Name><Name LocaleIsoCode=""fr"">Suisse</Name></Member><Member Code=""GBR"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">United Kingdom</Name><Name LocaleIsoCode=""fr"">Royaume-Uni</Name></Member><Member Code=""USA"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">United States</Name><Name LocaleIsoCode=""fr"">États-Unis</Name></Member></Dimension><Dimension Code=""TIME"" CommonCode=""TIME"" Display=""labels""><Name LocaleIsoCode=""en"">Time</Name><Name LocaleIsoCode=""fr"">Temps</Name><Member Code=""2000""><Name LocaleIsoCode=""en"">2000</Name><Name LocaleIsoCode=""fr"">2000</Name></Member><Member Code=""2001""><Name LocaleIsoCode=""en"">2001</Name><Name LocaleIsoCode=""fr"">2001</Name></Member><Member Code=""2002""><Name LocaleIsoCode=""en"">2002</Name><Name LocaleIsoCode=""fr"">2002</Name></Member><Member Code=""2003""><Name LocaleIsoCode=""en"">2003</Name><Name LocaleIsoCode=""fr"">2003</Name></Member><Member Code=""2004""><Name LocaleIsoCode=""en"">2004</Name><Name LocaleIsoCode=""fr"">2004</Name></Member><Member Code=""2005""><Name LocaleIsoCode=""en"">2005</Name><Name LocaleIsoCode=""fr"">2005</Name></Member><Member Code=""2006""><Name LocaleIsoCode=""en"">2006</Name><Name LocaleIsoCode=""fr"">2006</Name></Member><Member Code=""2007""><Name LocaleIsoCode=""en"">2007</Name><Name LocaleIsoCode=""fr"">2007</Name></Member><Member Code=""2008""><Name LocaleIsoCode=""en"">2008</Name><Name LocaleIsoCode=""fr"">2008</Name></Member><Member Code=""2009""><Name LocaleIsoCode=""en"">2009</Name><Name LocaleIsoCode=""fr"">2009</Name></Member><Member Code=""2010""><Name LocaleIsoCode=""en"">2010</Name><Name LocaleIsoCode=""fr"">2010</Name></Member><Member Code=""2011""><Name LocaleIsoCode=""en"">2011</Name><Name LocaleIsoCode=""fr"">2011</Name></Member><Member Code=""2012""><Name LocaleIsoCode=""en"">2012</Name><Name LocaleIsoCode=""fr"">2012</Name></Member><Member Code=""2013""><Name LocaleIsoCode=""en"">2013</Name><Name LocaleIsoCode=""fr"">2013</Name></Member><Member Code=""2014""><Name LocaleIsoCode=""en"">2014</Name><Name LocaleIsoCode=""fr"">2014</Name></Member><Member Code=""2015""><Name LocaleIsoCode=""en"">2015</Name><Name LocaleIsoCode=""fr"">2015</Name></Member><Member Code=""2016""><Name LocaleIsoCode=""en"">2016</Name><Name LocaleIsoCode=""fr"">2016</Name></Member><Member Code=""2017""><Name LocaleIsoCode=""en"">2017</Name><Name LocaleIsoCode=""fr"">2017</Name></Member><Member Code=""2018""><Name LocaleIsoCode=""en"">2018</Name><Name LocaleIsoCode=""fr"">2018</Name></Member></Dimension><Dimension Code=""SERIES"" Display=""labels""><Name LocaleIsoCode=""en"">Series</Name><Name LocaleIsoCode=""fr"">Séries</Name><Member Code=""CPNCU"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">Current prices in NCU</Name><Name LocaleIsoCode=""fr"">Prix courants en monnaie nationale</Name></Member><Member Code=""CNPNCU"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">2018 constant prices and NCU</Name><Name LocaleIsoCode=""fr"">en prix constants 2018 et en monnaie nationale </Name></Member><Member Code=""USDPPP"" HasMetadata=""true"" HasOnlyUnitMetadata=""false""><Name LocaleIsoCode=""en"">In 2018 constant prices at 2018 USD PPPs</Name><Name LocaleIsoCode=""fr"">En prix constants 2018 à 2018 PPP USD</Name></Member></Dimension><Dimension Code=""FAKEUNITDIM"" xmlns=""""><Name LocaleIsoCode=""en"">Unit</Name><Name LocaleIsoCode=""fr"">Unité</Name><Member Code=""FAKEUNITMEMBERCODE""><Name LocaleIsoCode=""en"">Default Unit</Name><Name LocaleIsoCode=""fr"">Unité par défaut</Name></Member></Dimension><WBOSInformations><TimeDimension WebTreeWasUsed=""false""><StartCodes Annual=""2000"" /></TimeDimension></WBOSInformations><Tabulation Axis=""horizontal""><Dimension Code=""TIME"" CommonCode=""TIME"" /></Tabulation><Tabulation Axis=""vertical""><Dimension Code=""COUNTRY"" CommonCode=""LFS_COUNTRY"" /><Dimension Code=""SERIES"" /><Dimension xmlns="""" Code=""FAKEUNITDIM"" /></Tabulation><Tabulation Axis=""page"" /><Formatting><Labels LocaleIsoCode=""en"" /><Power>0</Power><Decimals>0</Decimals><SkipEmptyLines>false</SkipEmptyLines><SkipEmptyCols>false</SkipEmptyCols><SkipLineHierarchy>false</SkipLineHierarchy><SkipColHierarchy>false</SkipColHierarchy><Page>1</Page></Formatting></DataTable><Format><ShowEmptyAxes>true</ShowEmptyAxes><Page>1</Page><EnableSort>true</EnableSort><IncludeFlagColumn>false</IncludeFlagColumn><IncludeTimeSeriesId>false</IncludeTimeSeriesId><DoBarChart>false</DoBarChart><FreezePanes>true</FreezePanes><MaxBarChartLen>65</MaxBarChartLen></Format><Query><AbsoluteUri>http://stats.oecd.org//View.aspx?QueryId=&amp;QueryType=Public&amp;Lang=en</AbsoluteUri></Query></WebTableParameter>",,,,,,,,,,,,,,,,,,,,
Country,Series,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Hungary,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","16,094 ","17,258 ","18,115 ","19,808 ","21,014 ","21,861 ","22,284 ","21,952 ","22,199 ","21,365 ","21,618 ","21,604 ","20,852 ","20,893 ","20,707 ","20,150 ","21,078 ","22,493 ","24,455 "
Iceland,Current prices in NCU,Iceland Krona,"3,388,203 ","3,638,173 ","3,945,431 ","3,883,967 ","4,288,395 ","4,684,036 ","5,248,259 ","5,646,533 ","5,723,693 ","5,604,950 ","5,981,130 ","6,501,932 ","6,869,588 ","7,242,994 ","7,508,349 ","8,109,318 ","8,901,842 ","9,731,115 ","10,351,978 "
Iceland,2018 constant prices and NCU,"Iceland Krona, 2018","7,547,375 ","7,503,048 ","7,718,512 ","7,519,488 ","8,028,496 ","8,655,762 ","9,042,953 ","9,282,895 ","8,226,713 ","6,958,114 ","7,152,823 ","7,495,934 ","7,479,360 ","7,605,202 ","7,700,676 ","8,290,656 ","9,048,626 ","10,026,780 ","10,351,978 "
Iceland,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","48,487 ","48,202 ","49,586 ","48,307 ","51,578 ","55,607 ","58,095 ","59,636 ","52,851 ","44,701 ","45,952 ","48,156 ","48,050 ","48,858 ","49,472 ","53,262 ","58,131 ","64,415 ","66,504 "
Ireland,Current prices in NCU,Euro,"28,604 ","30,751 ","32,498 ","34,648 ","36,361 ","38,328 ","39,725 ","42,127 ","44,320 ","44,386 ","43,918 ","44,380 ","44,650 ","43,966 ","44,103 ","45,151 ","46,082 ","46,146 ","47,605 "
Ireland,2018 constant prices and NCU,"Euro, 2018","36,401 ","37,623 ","37,811 ","38,775 ","39,836 ","41,492 ","41,950 ","43,165 ","44,564 ","47,812 ","48,346 ","48,412 ","47,805 ","46,387 ","45,980 ","46,903 ","47,364 ","46,961 ","47,605 "
Ireland,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","36,666 ","37,897 ","38,087 ","39,057 ","40,126 ","41,794 ","42,256 ","43,479 ","44,888 ","48,160 ","48,698 ","48,765 ","48,153 ","46,725 ","46,315 ","47,245 ","47,709 ","47,303 ","47,952 "
Israel,Current prices in NCU,New Israeli Sheqel,"120,381 ","123,162 ","123,486 ","119,616 ","118,408 ","120,555 ","127,334 ","131,441 ","135,109 ","134,573 ","137,363 ","142,892 ","136,742 ","139,885 ","140,805 ","144,085 ","148,331 ","152,836 ","158,557 "
Israel,2018 constant prices and NCU,"New Israeli Sheqel, 2018","159,338 ","161,947 ","155,623 ","150,227 ","147,924 ","148,226 ","152,960 ","155,904 ","151,897 ","148,615 ","147,365 ","148,534 ","139,656 ","140,758 ","141,128 ","145,194 ","150,329 ","154,445 ","158,557 "
Israel,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","37,841 ","38,460 ","36,959 ","35,677 ","35,130 ","35,202 ","36,326 ","37,025 ","36,074 ","35,294 ","34,997 ","35,275 ","33,167 ","33,428 ","33,516 ","34,482 ","35,701 ","36,679 ","37,655 "
Italy,Current prices in NCU,Euro,"21,289 ","21,958 ","22,443 ","23,064 ","24,105 ","24,896 ","25,717 ","26,278 ","27,122 ","27,158 ","27,809 ","28,166 ","28,059 ","28,439 ","28,623 ","28,919 ","29,192 ","29,237 ","29,601 "
Italy,2018 constant prices and NCU,"Euro, 2018","29,125 ","29,272 ","29,073 ","29,042 ","29,636 ","29,970 ","30,176 ","30,148 ","30,179 ","30,330 ","30,620 ","30,140 ","29,231 ","29,277 ","29,390 ","29,634 ","29,843 ","29,558 ","29,601 "
Italy,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","37,145 ","37,332 ","37,078 ","37,038 ","37,796 ","38,223 ","38,485 ","38,449 ","38,489 ","38,681 ","39,051 ","38,439 ","37,279 ","37,338 ","37,482 ","37,793 ","38,060 ","37,697 ","37,752 "
Japan,Current prices in NCU,Yen,"4,627,845 ","4,521,435 ","4,367,848 ","4,326,497 ","4,335,396 ","4,390,765 ","4,362,810 ","4,339,140 ","4,364,947 ","4,226,762 ","4,240,193 ","4,312,033 ","4,211,956 ","4,202,789 ","4,211,398 ","4,224,335 ","4,277,451 ","4,305,782 ","4,334,000 "
Japan,2018 constant prices and NCU,"Yen, 2018","4,322,710 ","4,268,584 ","4,182,012 ","4,185,877 ","4,218,251 ","4,291,253 ","4,265,596 ","4,259,145 ","4,256,515 ","4,216,167 ","4,291,466 ","4,388,338 ","4,313,386 ","4,310,437 ","4,233,577 ","4,229,125 ","4,305,285 ","4,327,231 ","4,334,000 "
Japan,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","40,468 ","39,961 ","39,151 ","39,187 ","39,490 ","40,173 ","39,933 ","39,873 ","39,848 ","39,470 ","40,175 ","41,082 ","40,380 ","40,353 ","39,633 ","39,592 ","40,305 ","40,510 ","40,573 "
Korea,Current prices in NCU,Won,"18,256,013 ","19,447,768 ","20,757,323 ","22,205,757 ","23,579,278 ","24,789,746 ","25,425,078 ","26,378,133 ","27,326,559 ","28,101,201 ","29,313,111 ","30,679,842 ","30,980,431 ","31,871,744 ","32,014,269 ","32,862,515 ","34,318,204 ","35,490,433 ","37,495,204 "
Korea,2018 constant prices and NCU,"Won, 2018","27,625,381 ","28,181,739 ","29,163,091 ","30,199,790 ","31,069,082 ","31,963,171 ","32,286,465 ","32,851,397 ","32,556,064 ","32,641,175 ","33,205,217 ","33,527,302 ","33,118,411 ","33,749,721 ","33,552,427 ","34,148,996 ","35,304,050 ","35,954,121 ","37,495,204 "
Korea,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","29,082 ","29,667 ","30,700 ","31,792 ","32,707 ","33,648 ","33,988 ","34,583 ","34,272 ","34,362 ","34,956 ","35,295 ","34,864 ","35,529 ","35,321 ","35,949 ","37,165 ","37,849 ","39,472 "
Latvia,Current prices in NCU,Euro,"3,060 ","3,237 ","3,310 ","3,737 ","4,329 ","5,528 ","6,714 ","9,250 ","10,833 ","9,417 ","8,823 ","9,039 ","9,731 ","10,225 ","11,088 ","11,976 ","12,807 ","13,787 ","14,719 "
Latvia,2018 constant prices and NCU,"Euro, 2018","6,321 ","6,535 ","6,330 ","6,799 ","7,361 ","8,568 ","9,457 ","11,667 ","12,052 ","10,882 ","10,455 ","10,091 ","10,512 ","11,017 ","11,752 ","12,826 ","13,571 ","14,171 ","14,719 "
Latvia,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","10,987 ","11,359 ","11,004 ","11,819 ","12,796 ","14,893 ","16,439 ","20,280 ","20,950 ","18,917 ","18,175 ","17,541 ","18,273 ","19,152 ","20,429 ","22,295 ","23,592 ","24,634 ","25,586 "
Lithuania,Current prices in NCU,Euro,"3,806 ","4,120 ","4,382 ","4,777 ","5,274 ","5,964 ","7,147 ","8,061 ","9,078 ","8,271 ","8,406 ","8,999 ","9,423 ","9,904 ","10,350 ","10,918 ","11,593 ","12,617 ","13,546 "
Lithuania,2018 constant prices and NCU,"Euro, 2018","5,822 ","6,157 ","6,576 ","7,282 ","8,052 ","8,895 ","10,184 ","10,848 ","11,016 ","9,619 ","9,654 ","9,926 ","10,082 ","10,493 ","10,952 ","11,656 ","12,267 ","12,920 ","13,546 "
Lithuania,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","11,359 ","12,012 ","12,829 ","14,208 ","15,709 ","17,354 ","19,870 ","21,166 ","21,494 ","18,768 ","18,836 ","19,367 ","19,671 ","20,472 ","21,368 ","22,742 ","23,933 ","25,207 ","26,429 "
Luxembourg,Current prices in NCU,Euro,"40,514 ","41,729 ","43,196 ","43,963 ","45,584 ","47,124 ","48,961 ","51,365 ","52,756 ","53,950 ","55,094 ","55,918 ","56,579 ","58,078 ","60,550 ","61,401 ","61,538 ","63,894 ","64,595 "
Luxembourg,2018 constant prices and NCU,"Euro, 2018","54,726 ","55,355 ","56,509 ","56,244 ","57,014 ","57,068 ","57,856 ","59,372 ","59,137 ","60,785 ","61,321 ","60,415 ","59,915 ","60,506 ","62,777 ","63,710 ","63,613 ","65,032 ","64,595 "
Luxembourg,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","55,449 ","56,087 ","57,256 ","56,987 ","57,768 ","57,822 ","58,621 ","60,157 ","59,919 ","61,588 ","62,132 ","61,213 ","60,707 ","61,305 ","63,607 ","64,552 ","64,453 ","65,891 ","65,449 "
Mexico,Current prices in NCU,Mexican Peso,"73,727 ","81,512 ","85,123 ","90,157 ","94,393 ","100,642 ","105,218 ","111,331 ","117,277 ","122,119 ","120,488 ","127,979 ","132,294 ","137,504 ","143,093 ","149,082 ","154,719 ","162,652 ","171,127 "
Mexico,2018 constant prices and NCU,"Mexican Peso, 2018","167,001 ","176,525 ","175,851 ","178,913 ","179,963 ","181,069 ","180,790 ","181,480 ","180,078 ","181,325 ","169,924 ","171,447 ","168,529 ","168,529 ","168,301 ","170,429 ","169,425 ","169,158 ","171,127 "
Mexico,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","15,905 ","16,812 ","16,748 ","17,039 ","17,139 ","17,245 ","17,218 ","17,284 ","17,150 ","17,269 ","16,183 ","16,328 ","16,050 ","16,050 ","16,029 ","16,231 ","16,136 ","16,110 ","16,298 "
Netherlands,Current prices in NCU,Euro,"32,049 ","33,571 ","34,829 ","35,879 ","36,967 ","37,653 ","38,604 ","39,959 ","41,035 ","42,148 ","42,856 ","43,492 ","44,233 ","45,310 ","45,462 ","46,064 ","46,532 ","46,815 ","47,422 "
Netherlands,2018 constant prices and NCU,"Euro, 2018","43,021 ","43,659 ","43,807 ","44,118 ","44,822 ","44,822 ","44,735 ","45,374 ","45,648 ","47,599 ","47,611 ","47,316 ","47,510 ","47,679 ","47,422 ","47,974 ","48,183 ","47,748 ","47,422 "
Netherlands,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","49,226 ","49,956 ","50,125 ","50,481 ","51,286 ","51,287 ","51,186 ","51,917 ","52,231 ","54,464 ","54,477 ","54,140 ","54,362 ","54,555 ","54,261 ","54,893 ","55,132 ","54,634 ","54,262 "
New Zealand,Current prices in NCU,New Zealand Dollar,"38,212 ","39,752 ","41,311 ","43,034 ","45,141 ","46,794 ","48,482 ","52,166 ","53,537 ","55,620 ","56,855 ","58,519 ","60,230 ","59,822 ","60,810 ","62,560 ","65,292 ","66,587 ","68,080 "
New Zealand,2018 constant prices and NCU,"New Zealand Dollar, 2018","51,160 ","52,102 ","53,089 ","55,028 ","56,973 ","57,942 ","58,314 ","61,747 ","61,067 ","61,820 ","62,415 ","62,416 ","63,732 ","62,910 ","63,406 ","64,752 ","67,179 ","67,483 ","68,080 "
New Zealand,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","31,806 ","32,391 ","33,005 ","34,211 ","35,420 ","36,022 ","36,253 ","38,388 ","37,965 ","38,433 ","38,803 ","38,804 ","39,622 ","39,111 ","39,419 ","40,256 ","41,765 ","41,954 ","42,325 "
Norway,Current prices in NCU,Norwegian Krone,"277,310 ","290,624 ","306,317 ","318,893 ","333,123 ","346,476 ","367,068 ","388,218 ","410,999 ","425,613 ","440,210 ","460,209 ","477,510 ","497,020 ","511,158 ","525,923 ","533,314 ","545,999 ","563,299 "
Norway,2018 constant prices and NCU,"Norwegian Krone, 2018","395,135 ","405,200 ","421,256 ","426,436 ","440,241 ","452,714 ","471,043 ","491,917 ","503,307 ","508,578 ","515,082 ","532,613 ","546,819 ","557,691 ","561,013 ","563,722 ","555,021 ","557,288 ","563,299 "
Norway,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","35,744 ","36,654 ","38,107 ","38,575 ","39,824 ","40,952 ","42,610 ","44,499 ","45,529 ","46,006 ","46,594 ","48,180 ","49,465 ","50,449 ","50,749 ","50,994 ","50,207 ","50,412 ","50,956 "
Poland,Current prices in NCU,Zloty,"26,452 ","29,098 ","29,966 ","30,497 ","31,270 ","31,857 ","32,545 ","34,331 ","37,636 ","38,560 ","40,644 ","42,650 ","43,675 ","44,351 ","45,198 ","45,665 ","47,738 ","50,808 ","55,509 "
Poland,2018 constant prices and NCU,"Zloty, 2018","38,388 ","40,692 ","40,583 ","41,082 ","40,276 ","40,165 ","40,433 ","41,720 ","43,945 ","43,858 ","45,104 ","45,107 ","44,709 ","45,219 ","46,140 ","47,151 ","49,497 ","51,598 ","55,509 "
Poland,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","20,131 ","21,339 ","21,282 ","21,543 ","21,120 ","21,063 ","21,203 ","21,878 ","23,045 ","22,999 ","23,652 ","23,654 ","23,446 ","23,713 ","24,196 ","24,726 ","25,956 ","27,058 ","29,109 "
Portugal,Current prices in NCU,Euro,"12,637 ","13,173 ","13,626 ","14,081 ","14,434 ","14,901 ","15,093 ","15,711 ","16,097 ","16,518 ","16,752 ","16,626 ","16,201 ","16,664 ","16,423 ","16,537 ","16,733 ","16,899 ","17,240 "
Portugal,2018 constant prices and NCU,"Euro, 2018","17,948 ","18,026 ","18,017 ","17,970 ","18,001 ","17,898 ","17,510 ","17,634 ","17,577 ","18,388 ","18,318 ","17,883 ","17,110 ","17,462 ","17,155 ","17,119 ","17,148 ","17,106 ","17,240 "
Portugal,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","26,532 ","26,649 ","26,636 ","26,566 ","26,612 ","26,459 ","25,886 ","26,069 ","25,984 ","27,184 ","27,080 ","26,437 ","25,294 ","25,814 ","25,360 ","25,307 ","25,350 ","25,289 ","25,487 "
Slovak Republic,Current prices in NCU,Euro,"5,405 ","5,702 ","6,178 ","6,730 ","7,334 ","8,024 ","8,694 ","9,469 ","9,991 ","10,334 ","10,897 ","11,218 ","11,475 ","11,716 ","11,932 ","12,360 ","12,695 ","13,230 ","13,886 "
Slovak Republic,2018 constant prices and NCU,"Euro, 2018","8,806 ","8,799 ","9,262 ","9,464 ","9,619 ","10,244 ","10,583 ","11,234 ","11,346 ","11,728 ","12,244 ","12,136 ","12,002 ","12,093 ","12,327 ","12,783 ","13,172 ","13,537 ","13,886 "
Slovak Republic,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","16,080 ","16,069 ","16,913 ","17,282 ","17,566 ","18,706 ","19,326 ","20,514 ","20,718 ","21,416 ","22,360 ","22,161 ","21,917 ","22,082 ","22,511 ","23,344 ","24,053 ","24,720 ","25,357 "
Slovenia,Current prices in NCU,Euro,"11,329 ","12,677 ","13,665 ","14,681 ","15,860 ","16,827 ","17,784 ","18,920 ","20,272 ","20,653 ","21,582 ","21,878 ","21,554 ","21,709 ","22,037 ","22,327 ","22,980 ","23,849 ","24,719 "
Slovenia,2018 constant prices and NCU,"Euro, 2018","18,184 ","18,919 ","18,974 ","19,371 ","20,324 ","21,098 ","21,782 ","22,258 ","22,583 ","22,807 ","23,495 ","23,407 ","22,670 ","22,352 ","22,706 ","23,137 ","23,945 ","24,428 ","24,719 "
Slovenia,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","27,455 ","28,566 ","28,647 ","29,247 ","30,687 ","31,855 ","32,888 ","33,607 ","34,097 ","34,436 ","35,474 ","35,341 ","34,228 ","33,749 ","34,282 ","34,934 ","36,153 ","36,883 ","37,322 "
Spain,Current prices in NCU,Euro,"18,644 ","19,292 ","19,971 ","20,549 ","21,072 ","21,913 ","22,619 ","23,676 ","25,503 ","26,995 ","27,051 ","27,316 ","27,172 ","27,517 ","27,568 ","27,997 ","27,826 ","27,719 ","27,946 "
Spain,2018 constant prices and NCU,"Euro, 2018","26,856 ","26,851 ","27,049 ","26,976 ","26,697 ","26,853 ","26,751 ","27,101 ","28,192 ","30,101 ","29,585 ","29,166 ","28,336 ","28,400 ","28,405 ","28,902 ","28,738 ","28,171 ","27,946 "
Spain,In 2018 constant prices at 2018 USD PPPs,"US Dollar, 2018","37,250 ","37,242 ","37,517 ","37,416 ","37,030 ","37,245 ","37,104 ","37,590 ","39,102 ","41,751 ","41,034 ","40,453 ","39,302 ","39,391 ","39,398 ","40,088 ","39,860 ","39,073 ","38,761 "
Sweden,Current prices in NCU,Swedish Krona,"247,421 ","255,110 ","262,765 ","270,324 ","280,758 ","289,388 ","299,925 ","314,026 ","328,308 ","337,840 ","344,947 ","355,092 ","364,748 ","371,176 ","379,017 ","388,832 ","398,029 ","407,159 ","418,723 "
Sweden,2018 constant prices and NCU,"Swedish Krona, 2018","321,785 ","324,843 ","329,779 ","333,874 ","344,015 ","350,723 ","359,198 ","370,792 ","375,924 ","378,382 ","380,629 ","385,415 ","393,946 ","398,065 ","402,123 ","408,900 ","414,360 ","416,745 ","418,723 "
