API_NY.GDP.PCAP.PP.KD_DS2_en_csv_v2_992688
Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
East Asia & Pacific,EAS,4960.84925576375,5159.82535796908,5367.25391865668,5583.92162976575,5859.17361653268,6169.13071094176,6481.44009185816,6703.16475074331,6628.54965991533,6837.89202999704,7170.9892636534,7377.91901968925,7688.7440248394,8060.3862189425,8520.30419381755,9015.33120194114,9606.37195878088,10342.1186958923,10805.2848487104,11122.0664432414,11951.712772047,12595.7798964688,13228.4738138163,13883.4308399053,14506.213575473,15131.8321596541,15777.6823572928,16510.9834756223,17244.8340918719
Europe & Central Asia (excluding high income),ECA,13797.5935780098,12978.8143725492,11494.4045993431,10737.4930016398,9545.39593220032,9344.98966160984,9282.29498957135,9494.38123216915,9315.22981934195,9542.92228347507,10308.1902692786,10652.6209341085,11238.756589768,11990.1282403071,12980.4481779021,13895.4425056195,15025.0340807341,16186.5452316987,16898.2532598252,15834.1909619006,16525.6541721237,17372.4052827111,17898.7431999105,18455.7636498833,18712.5825595426,18677.9550023307,18873.517961105,19471.6967393251,19931.9476722367
Europe & Central Asia,ECS,20617.6551930176,20378.9628370061,19811.3740101909,19404.3733334968,19237.2420297091,19532.3956979015,19789.3129830797,20330.7415821125,20727.2194109855,21301.6017775882,22279.7800395969,22805.9960996246,23257.9503692501,23778.4359584177,24637.6504571856,25393.2349538919,26488.8485369055,27546.8970792795,27888.8387924361,26490.6527344849,27157.8446868294,27865.1447034824,27958.3935586018,28181.9778502266,28565.4735488459,28936.0172725502,29350.0149834033,30095.1260911489,30683.8924028048
Ecuador,ECU,7462.64541597982,7603.38558540024,7587.61042250037,7564.15537859652,7712.78729129386,7716.33065917559,7683.63100057191,7849.6412637688,7941.91889701133,7417.35779463855,7357.01533227487,7514.06187583108,7685.73468612743,7761.42543440569,8258.67511768754,8551.35048845972,8779.61210686985,8823.05187102524,9229.53430421072,9131.86843047269,9304.72808586679,9883.58002854238,10285.8667382719,10634.2778933041,10868.1194141035,10704.2732626449,10394.0607595063,10453.7098956813,10412.1992692172
"Egypt, Arab Rep.",EGY,5897.86889749359,5830.25377607289,5962.05569489216,6010.6394968015,6125.15600973936,6282.19251850835,6464.14247798302,6683.54966276121,6916.77308529782,7192.56779116798,7504.46253111624,7623.44564287267,7660.17484854532,7759.23637767503,7930.18378629708,8136.54463103277,8540.71876976504,8987.25309572126,9460.62610441768,9719.85415842558,10019.3097059591,9982.84570166468,9981.5519611199,9970.97576557921,10032.4820516833,10242.5343552391,10460.906417732,10672.8002218453,11013.7354925474
Euro area,EMU,28166.0990200859,28778.8300492401,29041.1087666139,28728.1757878889,29347.7028693637,29986.5400026315,30427.2579282992,31186.6836509585,32070.8548700348,32929.1413470033,34089.4895730376,34722.6981047018,34899.5605319334,34976.7610781079,35593.6157816637,36023.5900896417,37030.5330884003,37962.3265121788,37938.9698875822,36087.0552598798,36755.9352231364,37435.6703464808,37000.3686982133,36770.9876712221,37159.8551992614,37831.2839844219,38437.1728226302,39355.8557425233,40037.6080041018
Eritrea,ERI,,,1534.69223789574,1755.93611462551,2147.94848400772,2223.58601505452,2438.04521658055,2632.40256837544,2665.40061754343,2628.85708744807,2485.15631856786,2609.06763402581,2572.29819026782,2388.54668026041,2317.34987942453,2287.15097564887,2193.92950634076,2167.06423625411,1912.77488402073,1950.53333913758,1961.57171367473,2102.95405980347,,,,,,,
Spain,ESP,23797.9262640789,24341.7861675576,24447.944373538,24070.6249969559,24527.2223375196,25092.5642806877,25653.0861017714,26491.6475419908,27541.2206908032,28661.5492016704,30030.5541740908,30995.7605154632,31395.6213385381,31752.3551071361,32183.7773026323,32800.3205527498,33573.6908249406,34145.9617790786,33903.6729869111,32340.0790850804,32244.0003944716,31867.9732396862,30904.7875316403,30561.1575530924,31076.8617156991,32293.7596624386,33244.9530988233,34125.8082669423,34830.5444428722
Estonia,EST,,,,10480.6423415632,10531.3364462191,11206.359306624,11934.2837223551,13646.1004096329,14374.430782235,14274.3418566662,15641.1405031405,16682.3412406925,17930.3572793314,19408.5229786687,20846.2376762092,22955.5970202768,25335.5491153427,27378.972707344,26055.4424551826,22337.6525059237,22994.6925123589,24780.9787761938,25643.3501993513,26081.2137870887,26930.8799840866,27409.7501226882,28122.8679253098,29703.611815697,31035.3936194217
Ethiopia,ETH,654.657557216511,586.828464550396,517.034401915647,564.439976117867,562.54433576925,577.476830935287,628.995995439324,629.321822673163,589.963532784046,602.721798649207,621.159817123854,653.629770969739,644.774817436535,613.107973860606,676.917429577307,736.033196119248,793.508127819313,860.458550591309,927.514296463821,981.718208224141,1074.59461303402,1161.58143397688,1226.82261687126,1318.83264888247,1413.96251778798,1518.47487145011,1617.32266870747,1724.48254124976,1794.29080577691
European Union,EUU,24642.7847963269,24902.2469562676,25071.7994518521,24869.3136717404,25473.9170379134,26135.9992076821,26615.8741235316,27290.3975616634,28070.768850228,28828.5833801945,29919.6834167954,30557.4096499722,30874.9524468605,31104.4882387841,31852.205851304,32403.388305473,33485.2296004115,34492.7809464249,34690.1019281955,33132.2740306776,33775.39282604,34463.415329783,34170.3609720346,34087.6364963816,34571.9730792953,35340.8560724921,36022.9085973864,37009.8756450255,37798.2008175091
Fragile and conflict affected situations,FCS,2846.60113801364,2172.75306879073,2263.51218537719,2362.15869337033,2373.81520284215,2396.65665067826,2504.52564452775,2655.16088426144,2931.53078502555,3091.97157217734,3090.09368323277,3109.10205985753,3015.88469716771,2779.70136906204,3127.88851886352,3260.39667159701,3414.07606553038,3515.30390839977,3632.0179723791,3716.56034521969,3873.8435742555,3590.68680121269,3949.54560416028,4021.74913842056,3975.62995526465,3966.80868498048,4120.89996534931,4139.37649202909,4133.55041854733
Finland,FIN,28814.3042554464,26963.0234346669,25921.4726945869,25618.6234068747,26512.0611304248,27524.97236431,28440.9478133711,30152.6636253193,31713.7907205669,33025.9972473025,34860.2615106754,35688.6751220574,36210.0443976476,36847.6149854911,38207.5991182315,39135.4555868467,40555.6743436468,42523.4289950547,42657.7639157729,39026.2249382548,40085.7556713067,40916.8385790274,40153.5755063693,39608.4761399405,39301.058762728,39391.4157992519,40310.593657604,41443.2139729749,42060.804122277
Fiji,FJI,5891.7348248912,5679.43158324489,5952.47886094609,5994.766642002,6212.88956641544,6287.59738560823,6514.12329317668,6303.70795473294,6326.43286598376,6830.69237951054,6675.63311866183,6784.72597750315,6990.39726272444,7053.21559130157,7410.83538518752,7428.70413644274,7509.05156171246,7371.09680060798,7366.43294979708,7193.90380955476,7353.21705483643,7520.37365528929,7612.22773514316,7967.64289148366,8405.90516587296,8775.920941059,8957.28087132527,9388.82357049238,9653.61837293358
France,FRA,29464.0685373591,29608.3709629052,29932.7019784954,29615.9232390441,30201.7381811074,30726.7955068878,31050.8228497293,31664.0521473767,32679.6882453629,33624.3541980018,34705.1410454853,35136.9396700586,35278.4396096501,35317.6246883924,36050.6010915549,36374.9710220779,37006.9948682535,37670.527838571,37556.0958767286,36289.8030247628,36814.921141571,37440.6386298685,37376.5354315283,37398.9261188899,37575.811818975,37835.8070772935,38097.8770387235,38955.8339665168,39555.5446627534
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,2728.84015326386,2858.23983248275,2896.00757589295,3055.63367427224,2978.67517385001,3143.17662867539,3020.89896626599,2833.64510376263,2921.74378946484,2973.63618852354,3128.37861576486,3203.01934493378,3224.84314360783,3279.49337691136,3186.70796027592,3266.97285207611,3287.80798559915,3256.08342568168,3205.31086089745,3258.22252613092,3333.91000557767,3422.28920957019,3324.46664834969,3159.20690108299,3042.70091978567,3140.97279204245,3131.29064579958,3179.39157401331,3152.71540426872
Gabon,GAB,19556.6658397948,20192.8495123606,19045.8427147924,19274.5961944987,19470.689011716,19917.4649358817,20120.0626347179,20745.5645043115,20940.0810229207,18608.5131021788,17822.4922378501,17774.11595021,17312.6973156444,17277.4763907321,16961.7336736011,16955.3457342617,16023.1397552377,16496.4873678855,15467.8971214347,14990.6391350679,15507.7275528356,16011.1245045144,16225.3875240525,16504.613134815,16606.9190226429,16685.2323042237,16523.5857795859,16144.9352967905,15861.5853554197
United Kingdom,GBR,26551.7202705026,26181.7725553291,26207.9433437834,26805.7043735998,27778.9638539291,28695.1054456048,29335.2630167506,30387.7220609015,31403.6643284942,32372.1413348616,33365.4960607555,34225.8918476057,34873.4764524785,35852.2186100876,36495.1046971857,37397.8884121627,38159.1412628676,38783.447118262,38371.2205218896,36464.4201816603,36885.028113447,37161.4906866096,37449.7792403054,37995.763895187,38693.8932626594,39291.7357687201,39760.4942523233,40228.6629724942,40522.246607902
Georgia,GEO,8342.71573898368,6536.25955715099,3573.69291761931,2507.25686733388,2281.35320709323,2430.29742332853,2802.38075728088,3198.11681915817,3380.01833579359,3549.2756716409,3685.50044904531,3922.99077250214,4175.0218932521,4668.14685289867,4969.32050220549,5480.56439934441,6031.00911076319,6825.15740821746,7011.49671009017,6815.81000035331,7294.78323369904,7897.69625497106,8465.27202014705,8796.45689648795,9179.19000020446,9439.68823498797,9707.63068222103,10172.2352008277,10651.9420869667
Ghana,GHA,1900.75837522456,1944.03078080123,1961.91310747865,1999.15648952503,2008.40457661508,2035.4014874604,2074.40501692507,2107.56723379487,2152.75851155531,2193.09750812502,2219.2115110036,2252.13219193451,2296.58317627458,2357.33316009876,2428.25517987356,2507.59346029321,2600.78676181234,2644.71688200247,2813.21455613373,2875.41612139918,3026.35523319406,3368.80083733842,3595.64118399197,3769.93967257339,3791.28025098192,3786.96096580241,3830.49766228497,4051.46189216337,4211.84578305344
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,1342.98824016223,1339.56775492579,1346.08113905883,1376.84659152015,1394.32168428912,1420.74528674739,1445.52582936392,1481.07888646874,1496.24794261954,1515.88114178168,1518.75592775788,1541.33287446502,1589.03306481238,1578.17460509043,1583.86486892197,1598.41603111058,1582.90175649783,1653.53493610952,1682.86701087901,1626.2884633549,1666.48528307497,1721.45135851851,1783.64498447266,1813.03962534092,1836.53231766506,1859.9091643684,2007.37010495209,2153.74696358964,2222.63012629841
"Gambia, The",GMB,2448.49319839292,2430.26688004787,2427.28031770852,2421.70116062713,2351.51509196789,2300.02124759003,2279.43011836365,2318.55353572336,2326.82943458907,2400.12875589355,2454.17536717365,2515.62705971892,2357.28413805164,2439.88883031364,2530.56613394789,2395.47898900164,2310.76395995814,2310.80432053953,2383.50966003165,2467.8902906133,2536.57151591903,2261.04901704761,2308.53421990139,2303.86305452136,2203.7336836449,2225.20105209912,2201.6528880187,2240.32747784732,2317.69021677838
Guinea-Bissau,GNB,1633.61298890675,1678.61178844484,1659.1083079565,1656.49162077177,1672.7506300764,1710.25234331824,1870.87713197738,1954.34666436526,1378.56501326884,1365.77460258736,1410.92454107266,1411.48835559871,1367.1154709222,1343.97664750252,1349.34870868326,1374.02638879444,1372.43874455356,1383.12220024714,1392.51554488536,1403.55295495876,1430.97246260323,1506.69531157217,1442.14684466836,1450.00267686402,1425.77064393984,1474.23678697938,1526.80879978087,1576.74899401892,1596.35546012639
Equatorial Guinea,GNQ,1017.76413582286,975.558188841629,1272.15906032615,1365.58848226355,1538.47595715551,1743.20535684194,2796.3984590553,6721.72450099936,7991.57198386821,9640.70475511417,10937.6970387747,17149.0185031478,19655.3288982911,21475.8144936453,28384.4667288757,31697.8014713925,32618.6405999545,35901.4596958074,40368.0796343763,39060.9130342086,33990.1467708637,34622.1162657965,35887.8163024139,32959.1080995665,31743.4107479562,27708.638181831,24296.6035798435,22298.9421444051,20181.1329643192
Greece,GRC,20686.1367433215,21072.9332556813,21058.9620365664,20600.4767501485,20907.5390055717,21247.0408863486,21759.0612344712,22622.9137828008,23374.1527627352,24000.1358834792,24839.075897579,25731.2092641055,26642.7689442979,28119.4073325862,29469.5265888778,29559.2813827133,31136.4469392551,32073.960390218,31881.7123355855,30430.419408795,28726.0792762946,26141.3195918975,24364.2690565046,23746.0845559006,24081.6305271302,24134.6843932385,24188.9949153011,24601.6732136507,25140.7031372659
Grenada,GRD,7238.02993914526,7328.50232211277,7213.40504305968,6995.43264447028,7033.5656174007,7116.30063667253,7379.67279696368,7706.61276316725,8574.08394864814,9128.77929564067,9537.6517331476,9306.96884004173,9591.11564143387,10461.3655699012,10359.5680222157,11699.394395887,11203.1594841833,11860.1318400111,11942.312432596,11117.4280419486,11014.3611281132,11040.109484721,10846.5641460902,11027.3073337689,11757.5960905696,12435.5641894715,12822.6574530648,13320.370853193,13804.5774090713
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,5100.77348830157,5165.01479216188,5289.26970712197,5369.69386486444,5458.0051936291,5598.11377947357,5634.74960314941,5750.50724674375,5904.32757275279,5994.86418608525,6070.71327088601,6069.47076807573,6157.55901041464,6166.10562055567,6213.12300870815,6269.14873932595,6457.98757459383,6713.11884715763,6781.85727530212,6669.98655550288,6714.04888748557,6844.54052794213,6899.21478832323,7005.21118111449,7147.56307701223,7292.71094830382,7368.33908732728,7423.17036014213,7508.86446321456
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,2875.31277487986,3044.72333168659,3262.83753112831,3503.64002870409,3778.7746686844,3956.41564352853,4273.95357076825,4555.02616883003,4503.44912374468,4662.14142781496,4616.78162419927,4731.583989205,4787.85435757692,4755.32410909841,4825.81960697089,4728.96850451155,4970.3470970842,5318.31411016016,5420.94751881226,5606.74387817111,5825.39781151083,6106.96737115033,6400.50621764353,6687.2647111346,6910.67965616675,7084.1888791097,7285.10067280432,7401.10009202399,7667.13048992028
High income,HIC,28902.0498478211,29154.6787322767,29636.5035554688,29814.2343564231,30578.1687099034,31229.4862398157,31969.1436270386,32863.8164350755,33558.968249238,34453.2517988012,35672.0712921195,35971.1297895552,36302.9357376247,36948.8841052019,38005.2717561113,38887.9301204784,39883.6033050458,40731.0309989457,40639.9205430063,39065.4174689934,40023.0955035097,40697.9557166965,41036.3529477618,41414.371118287,42053.5279160159,42818.3976334379,43325.2487692569,44089.5026316314,44896.3102970778
"Hong Kong SAR, China",HKG,26974.3706224612,28276.9806379757,29788.8481670458,31097.2755342211,32240.0411342977,32358.2298050135,32271.5452333529,33636.094104412,31394.189210227,31875.2154729046,34016.7693203551,33956.3516946777,34366.3598422361,35486.6941119804,38274.410487151,40923.0447251588,43520.5649658591,45937.4552032033,46635.1366955769,45390.4884475041,48107.7046946631,50085.9593288483,50378.3268048517,51732.4661436832,52789.4390825341,53591.8105448664,54420.0762228779,56093.6931926331,57318.0578276611
Honduras,HND,3207.62033434761,3013.99652018588,3108.00536843263,3218.01914767489,3135.02099766665,3235.7258370438,3203.2341721807,3255.81443907376,3277.97958335838,3163.96501115525,3303.08241240925,3303.88157447524,3340.18358805427,3405.05822646035,3529.54181020842,3654.76309695388,3805.34107617472,3950.67096744404,4028.87709907878,3849.00996839996,3912.6035957246,3984.49726718677,4072.16783799912,4110.75813846325,4162.16694210136,4247.38174923163,4337.58358457438,4468.99905807769,4559.73650835258
Heavily indebted poor countries (HIPC),HPC,1528.23030370538,1494.2796913109,1440.11114158332,1412.02622354308,1374.39094935239,1400.19692614903,1432.94290109157,1454.18210987976,1464.54893067229,1472.71389521537,1474.004390628,1497.34818216337,1503.76246662949,1528.19779991292,1568.91335126329,1618.88627992108,1672.92833563124,1736.44684653373,1792.89374277032,1820.84177760326,1877.80459752754,1911.89919033118,1966.54896251237,2024.66843350664,2078.69464123046,2121.4780860326,2163.03970355104,2215.0893514062,2245.500655483
Croatia,HRV,,,,,,12760.8386184446,13691.7539969887,14687.8268891401,14991.2224037339,14933.0051093231,15575.483793624,16728.2048551514,17573.6423106863,18559.5691293664,19326.3245249831,20134.1281168144,21136.0744648238,22254.0433543505,22648.3006474488,21003.5473333212,20736.2607105749,20743.5063798886,20341.407602373,20286.2516238516,20347.8978388441,21016.2878132811,21900.814353025,22861.1561016998,23664.1452291354
Haiti,HTI,2061.84285394549,2059.44777346463,1912.55699195129,1774.5443062601,1533.36622903142,1654.19658876155,1691.503463667,1706.22790418482,1712.75328025319,1728.64274145915,1713.86228779404,1667.39515190008,1635.59078880958,1614.62122007106,1532.43387699355,1534.94865035825,1544.36476084504,1570.69355506472,1559.11405913787,1582.34025769342,1509.62563215977,1569.19815791418,1590.86115645559,1634.55800017239,1656.315764913,1653.62439146787,1655.29437739884,1653.00146027209,1656.29390373316
Hungary,HUN,,15144.7156763446,14686.4009061512,14618.4520369422,15069.8944398156,15315.6720000553,15354.6468707963,15869.2002223563,16526.5084954432,17082.3612429771,17893.9347907765,18665.7165935194,19606.4605232571,20465.8287261676,21500.4229664181,22457.4391676353,23399.1094488673,23492.1416057992,23782.3628384923,22223.4498565066,22421.6973398136,22894.3476393949,22674.1873645513,23183.0290491614,24220.7339373403,25212.0531051236,25842.8705903215,27031.7800201178,28464.5601991086
IBRD only,IBD,4947.78937921417,4902.43623829403,4872.96899837464,4937.65484483773,4990.93074326958,5115.36392703911,5306.92385210941,5494.07097053302,5534.85900944332,5676.62958426011,5929.17812975095,6074.36026801761,6272.19386265516,6563.46430467648,6996.96302297137,7412.60946066192,7928.60445279159,8522.77382875371,8903.79188949841,9041.03068426164,9615.45234750041,10083.1558477741,10499.9141390531,10926.3555786151,11319.9328112654,11691.5057682309,12147.3678675863,12649.043693964,13152.6894769437
IDA & IBRD total,IBT,4387.25247658563,4341.86627664568,4310.46484525204,4349.81211464398,4380.10835742805,4477.06807464365,4631.64584814122,4776.41392941972,4805.01886658536,4913.63342451623,5112.33588079614,5226.73187442405,5386.57295321407,5618.0794803791,5968.08693575201,6302.74230652906,6713.01666921471,7182.52470472493,7478.83937746129,7586.62707359692,8034.10008866242,8389.37861950237,8707.60560310892,9040.18425758408,9344.8707115342,9621.5081203668,9954.21893806853,10326.7388765615,10698.6619646644
IDA total,IDA,2102.65752373274,2083.17388795724,2071.64170315049,2033.88922902652,1999.27917136706,2017.70245727619,2059.5957638039,2072.20158886268,2088.15333696892,2105.43576938117,2140.24506058069,2182.15093438059,2247.09551798581,2308.34476869761,2410.84000913815,2514.05835402393,2614.79401200101,2720.18774257046,2796.00441306206,2871.8328217729,2972.34280125091,3033.71373782115,3109.1508231863,3221.45351093769,3328.39920317197,3394.99470711842,3439.59575489163,3517.11933849105,3600.12106330355
IDA blend,IDB,3176.37951353939,3157.77588898424,3176.89327402603,3089.75219422749,3045.11312754249,3042.22171273973,3097.46851453629,3080.6342727599,3084.2208524774,3080.41914941665,3123.53348954314,3162.44624192069,3302.42264744273,3388.55309151753,3567.41033354882,3719.04629289166,3856.34245470931,3984.51672242746,4048.98246707833,4159.65716429295,4280.76008383802,4376.97308411166,4466.47629149939,4611.72448021275,4759.54676797301,4843.46098879339,4846.42971889136,4894.12558204172,4981.65377034493
Indonesia,IDN,4625.97435842086,4860.5601947823,5089.58174486177,5331.85751036246,5643.21205107839,6013.53124798263,6387.44848487408,6591.19971197642,5645.32609809808,5611.14713274515,5806.53901022438,5936.32567475499,6119.79574729118,6326.43286182327,6556.13945609585,6837.37130166313,7118.21737227781,7470.31753372471,7815.44868890553,8069.24189667878,8457.55655491918,8859.13999816102,9267.21716900556,9651.92448954487,10003.1718365666,10358.8285659237,10748.2888017722,11161.0212022163,11605.8553349579
IDA only,IDX,1529.54499489101,1509.28863168561,1479.93786211291,1471.19049669273,1442.4558956941,1474.25349185869,1509.61768740055,1539.50578193163,1562.72114032326,1592.70040904249,1623.84192416943,1669.16350136478,1693.39059931746,1742.80371007217,1805.15985567,1883.71798959348,1966.0779718496,2060.53362707473,2143.67533306369,2200.60888318326,2289.68755295444,2331.34778110168,2398.93656433568,2493.34326148951,2577.90122761905,2634.88167853115,2703.12094564351,2798.49764776649,2880.33379348709
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,1905.72136527305,1886.97717433348,1950.95361136391,2003.76061382956,2096.05960736068,2211.9692190841,2334.30034270587,2383.85786033169,2485.14426631185,2656.57238814917,2710.26407235945,2792.31400045041,2849.97179578083,3023.64068342127,3210.91450887712,3411.01704797761,3629.43417441768,3848.94867068279,3910.05450804626,4158.38553851489,4451.23347303818,4624.56140396297,4817.19750141637,5064.5585172586,5377.88917886411,5743.42644403573,6145.29453818637,6516.17255974853,6888.18846764452
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,22409.3267695854,22710.7992435146,23310.5023215121,23818.8089594734,25090.6788319889,27367.349451467,29164.7398608159,32022.0470131694,34444.0351831603,37635.2228772115,40644.7134089308,42114.2280823194,43861.9114932786,44456.4239274081,46584.9445582735,48179.1296165543,49275.7000335847,50420.3631525967,47189.4096071576,44339.9200959873,44897.1583552034,44855.3247012361,44766.4721960597,45133.2722465897,48638.335926342,60304.4888597783,61820.5715590439,66132.1424262711,70855.3272396839
"Iran, Islamic Rep.",IRN,11364.2607968025,12480.8510419382,12594.1733068327,12524.1464836355,12158.3626177656,12263.4432724508,12721.4104196796,12612.3832791824,12718.7432540381,12663.4348576641,13237.2454314066,13174.5469132978,13956.2325807825,14988.5447012211,15456.2788721584,15763.8752333278,16366.1378656777,17506.9538320366,17360.0498778945,17341.5529567779,18138.6482389898,18400.9062905794,16827.022340846,16587.4977361131,17130.7320329716,16683.4316065827,18663.5367196606,19097.9667811982,
Iraq,IRQ,11554.7311981689,4045.03723319273,5213.81220267555,6595.11723308481,6644.52310828685,6579.96861622225,7082.37868986175,8323.60165065888,10882.4723009152,12409.9178141863,12211.9641770392,12126.7609074744,10962.2596829185,7129.88057959346,10711.6829449983,10930.3249134899,11809.9792226226,11774.0138576254,12529.7829722815,12690.5822913489,13154.0570864094,13693.9763684829,15032.5842030186,15556.9587927073,15094.5705043423,14964.0036540694,16751.4154515437,15923.7411122459,15471.2452863385
Iceland,ISL,30066.3493345694,29653.4160949803,28295.1320570205,28376.7640644646,29147.0855170868,29023.1969072611,30187.050635502,31015.325286309,32862.2371309529,33779.9148793576,34950.4607324812,35833.5987008828,35757.0922346556,36315.7536613905,38893.3787980675,40705.8747890087,41848.4716963281,44624.2798954248,44674.6571238618,41505.0848337756,40136.737154003,40767.2364144887,41076.6061215942,42371.9599606568,42774.8888493548,44222.8268597802,46819.433704272,47839.5190292975,48605.5770662332
Israel,ISR,20815.9198296334,21114.7074232908,21980.25825691,22284.83766386,23328.204515865,24213.7587755805,24775.5830757555,25113.8358788824,25507.4720513544,25640.6214340857,26833.690689512,26239.7267239086,25712.7080968827,25497.6922863365,26099.5522978482,26646.5699261445,27636.3991924176,28717.3758830774,29057.0528391015,28632.9839300188,29689.420555425,30539.963366648,30658.0716358002,31339.4832931552,31899.0528985098,31989.4468022699,32617.5549422702,33122.7171558803,33609.0230618669
Italy,ITA,31216.8637950286,31675.1821758629,31917.7531303374,31626.2158280737,32299.9223740962,33231.8404868723,33643.3597956551,34240.9840290161,34850.927023311,35411.5511396268,36735.9242187616,37431.7481741054,37470.9614914096,37356.4844105569,37643.8744435346,37765.7111938078,38326.5914329993,38700.6291216044,38075.2499325576,35900.5788409003,36403.5155581081,36598.0149693024,35411.4853212889,34358.9129859635,34043.562113646,34341.605806714,34840.203130322,35491.2671073158,35828.4862805267
Jamaica,JAM,7301.35460478291,7593.64665627902,7673.83104684484,8316.95868887638,8349.80643390484,8462.81992463057,8370.8448295828,8194.41891274239,7926.55641187817,7937.18611541561,7940.49711293005,7987.11483081056,8091.75289060698,8337.05338595416,8399.12201707096,8427.83879171204,8626.82181663444,8706.66897781946,8593.62209920198,8179.89550815039,8018.03684132045,8112.12923009471,8016.38680707183,8009.87549750714,8019.18140964775,8048.70422730415,8116.70274324309,8157.1220782723,8275.76945231599
Jordan,JOR,6361.8723681447,6142.67408604195,6891.21305989546,6826.13097319148,6827.22061837506,6967.60211798621,6896.6050060037,6954.73992804747,7024.69324819189,7137.46303532119,7308.67842620177,7553.8844175034,7840.30780348015,7991.42849632329,8448.74672276685,8843.23439788215,9198.53618023984,9531.03842358531,9750.84890300898,9782.37751300298,9500.89239337884,9235.87913208618,8979.51885962708,8768.02987999251,8634.53573665906,8510.43428837805,8422.03334848666,8399.96672710937,8410.85607171098
Japan,JPN,30582.427968907,31529.5755371063,31718.1342985391,31476.0747682159,31680.5379268295,32425.2299540051,33345.876828961,33624.4805638541,33154.8445767028,33010.9809171104,33871.8582169188,33927.6436347462,33888.783481086,34333.1336749194,35078.2619898561,35658.1486655832,36141.5852354157,36697.2408992342,36278.3694728411,34317.6708248174,35749.7566788791,35774.6967129559,36367.5970553202,37148.6027499744,37337.3174057804,37834.053405528,38108.405692751,38907.3681373527,39293.6915823441
Kazakhstan,KAZ,13050.4865029381,11542.5625043566,10938.3901901297,9998.15435320764,8866.09227657668,8282.94719011735,8451.39881642836,8731.95012495811,8715.18451367694,9036.15610164736,9951.56390547527,11314.2507720577,12422.5348397893,13532.2311999365,14728.6164132328,16014.3078564992,17541.3257705977,18885.2432359649,19272.2140102505,18995.8948519844,20096.5597615768,21276.9340240625,21986.3189159207,22972.4310313953,23587.3375151175,23524.0604445963,23447.0157042479,24078.5451597127,24738.3628319674
Kenya,KEN,2348.09462351218,2304.44126351214,2213.4117887549,2152.37858204209,2142.30079016239,2170.82398963387,2195.90789849934,2144.36616043659,2153.79477210205,2143.34549272163,2097.79568949405,2118.50144639681,2073.08691319144,2076.83638503599,2124.25426644086,2188.93806478149,2267.21895637948,2356.39044729596,2297.40119974035,2308.97677835843,2435.83373551697,2515.92747137232,2561.61018039684,2642.10123471678,2713.30027095835,2797.86358360814,2891.48715401417,2961.46173812438,3076.8448179161
Kyrgyz Republic,KGZ,3474.66796869711,3149.93488616251,2681.33278066787,2266.16440368427,1811.64344792363,1696.36351535251,1789.85396596512,1938.83580964188,1949.83293080948,1991.30156576925,2074.50528735026,2164.26829541867,2144.1212497445,2270.92467714174,2401.26500386894,2370.16604504651,2417.57947078108,2599.20601763553,2790.93490017638,2837.03141885562,2790.17066394311,2920.6032099095,2866.62622065277,3116.61390967701,3176.90280430129,3233.53256740346,3304.56268562358,3393.6179895888,3446.99394041558
Cambodia,KHM,,,,1637.61319161292,1031.66142452653,1097.84247257518,1127.99686729723,1140.4124469576,1162.73316392607,1278.93731717845,1384.62730948334,1457.73321305255,1525.07613888533,1626.6812523053,1765.99979946615,1968.82338524648,2147.81942367899,2332.16941111233,2451.69086995636,2417.29366897444,2522.31478784906,2658.06255249593,2806.32564560971,2963.47911908321,3123.55981881129,3290.14654193512,3466.78569026207,3653.64149490717,3869.48918062972
Kiribati,KIR,1943.91866619662,1909.83704381256,1898.91488517309,1891.39454246219,1900.06452225772,1874.32223307772,1877.58468836333,1878.31172646893,1967.88284599653,1904.5405153987,1989.43085716609,1926.9984376866,1966.62873907827,1971.53499956518,1903.75174149157,1958.50178794512,1915.6645688759,1910.42188508698,1828.15616878107,1803.22900526077,1751.90605299884,1749.23346125585,1803.40534626945,1852.93681283553,1814.75899490105,1975.79500821365,2047.72375591352,2025.04294485784,2035.44972759998
St. Kitts and Nevis,KNA,15690.1820462801,15351.9237968805,15882.1964537031,16781.9107046984,17466.8766666703,18207.2024123975,19089.1194865716,20211.3445699588,19942.2796331829,20398.816372691,22286.7010709654,23239.4915206926,23515.0107367887,22416.7277036829,23035.3251930315,24981.222192715,25448.3224788467,25201.5957617431,26609.9601892527,25494.5632414732,24535.3533216732,24766.1960531915,24000.8327513081,25069.8389293268,26412.9495112276,26462.3950516215,26987.8963243922,26240.7691079174,26804.0862085403
