,Objektart,MietpreisproMonat,Zimmer,Verfügbarab,rating,adress,publication_date,city,DateofScrapping,Wohnfläche,Geschoss,Kabel-TV,Rollstuhlgängig,Baujahr,Balkon(e),Einstellplatz,Aussenparkplatz,Cheminée,MietpreisproMonat(exkl.NK),Nebenkosten,Lift,ÖV-Haltestelle,Einkaufsmöglichkeit,Haustiereerlaubt,Autobahn,Kindergarten,Primarschule,Sekundarschule,Raumhöhe,Wohnungen,Bäder,Neubau,Still,Sonnig,Nutzfläche,Toiletten,Kinderfreundlich,Erstbezug,Minergie-zertifiziert,AltesGebäude,Geschirrspülmaschine,Wasseranschluss,Kubatur,Eckhaus,Veranda,Hochparterre,Hebebühne,Anfahrrampe,Holzofen,Grundstückfläche
22998106,Wohnung,1835,3.5,01.05.2020,5,"Geeringstrasse 60, 8049 Zürich",21.02.2020,zuerich,26.02.2020,87,1.Stock,,,1982,1,,,1,1572,263,,500m,300m,,,300m,300m,300m,,,,,,,,,,,,,,,205m³,,,,,,,
22999369,Wohnung,3160,3.5,nachVereinbarung,5,8044 Gockhausen,21.02.2020,zuerich,26.02.2020,109,,,1,2020,1,,,,2840,320,1,250m,4000m,,,350m,350m,4000m,,,,,,,,,,,,,,,,,,,,,,
22999365,Wohnung,3360,4.5,nachVereinbarung,5,8044 Gockhausen,21.02.2020,zuerich,26.02.2020,122,,,1,2020,1,,,,3000,360,1,250m,4000m,,,350m,350m,4000m,,,,,,,,,,,,,,,,,,,,,,
22999366,Wohnung,3430,3.5,nachVereinbarung,4,8044 Gockhausen,21.02.2020,zuerich,26.02.2020,99,,,1,2020,1,,,,3140,290,1,250m,4000m,,,350m,350m,4000m,,,,,,,,,,,,,,,,,,,,,,
22999737,Wohnung,1670,1.5,01.04.2020,NaN,"Vulkanstrasse 110c, 8048 Zürich",21.02.2020,zuerich,26.02.2020,43,9.Stock,,,,,,,,1570,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23003418,Wohnung,2890,4,01.04.2020,NaN,"Albisriederstrasse 22, 8003 Zürich",21.02.2020,zuerich,26.02.2020,90,4.Stock,,,,,,,,2610,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22996399,Wohnung,2540,3.5,01.06.2020,4,"Eulenweg 27, 8048 Zürich",,zuerich,26.02.2020,96,3.Stock,,,1968,1,,,,2330,210,1,350m,1100m,,3800m,350m,350m,350m,,,,,,,,,,,,,,,,,,,,,,
22997964,Loft,4688,2,16.04.2020,4,"Erismannstrasse 2, 8004 Zürich",21.02.2020,zuerich,26.02.2020,165,5.Stock,1,,2008,1,,,,4188,500,1,20m,100m,,2500m,200m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22999367,Wohnung,3300,3.5,nachVereinbarung,4,8044 Gockhausen,21.02.2020,zuerich,26.02.2020,99,,,1,2020,1,,,,3010,290,1,250m,4000m,,,350m,350m,4000m,,,,,,,,,,,,,,,,,,,,,,
22999364,Wohnung,3050,3.5,nachVereinbarung,5,8044 Gockhausen,21.02.2020,zuerich,26.02.2020,106,,,1,2020,1,,,,2740,310,1,250m,4000m,,,350m,350m,4000m,,,,,,,,,,,,,,,,,,,,,,
22997962,Wohnung,2250,3.5,01.04.2020,NaN,"Waffenplatzstrasse 70, 8002 Zürich",21.02.2020,zuerich,26.02.2020,,EG,1,,1898,1,,,,2080,170,,50m,100m,,1000m,100m,500m,1000m,,,,,,,,,,,,,,,,,,,,,,
22994879,Wohnung,2400,2,01.04.2020,NaN,"Dufourstrasse 110, 8008 Zürich",21.02.2020,zuerich,26.02.2020,67,1.Stock,,,,,,,,2150,250,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
22995470,Wohnung,997,1,01.04.2020,NaN,"Im Struppen 8, 8048 Zürich ZH",21.02.2020,zuerich,26.02.2020,15,EG,,,,1,1,,,957,40,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
22993538,Wohnung,1150,1,16.04.2020,NaN,"Neuhausstrasse 12, 8044 Zürich",21.02.2020,zuerich,26.02.2020,,1.Stock,,,,,1,,,1050,100,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22995469,Wohnung,2450,2.5,nachVereinbarung,NaN,8049 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993547,Wohnung,2880,5.5,,NaN,"Wiesliacher 61, 8053 Zürich",21.02.2020,zuerich,26.02.2020,120,1.Stock,1,,,1,1,,1,2700,180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23007809,Wohnung,2440,2.5,16.05.2020,5,"Steinbrüchelstr. 2, 8053 Zürich",21.02.2020,zuerich,26.02.2020,67,2.Stock,,,2013,,,,,2190,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22994322,Maisonette,aufAnfrage,5.5,sofort,NaN,8008 Zürich,21.02.2020,zuerich,26.02.2020,236,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993544,Wohnung,1671,2,01.05.2020,NaN,"Friedrichstrasse 16, 8051 Zürich",21.02.2020,zuerich,26.02.2020,,2.Stock,1,,,1,,1,,1550,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993539,Wohnung,1516,2.5,sofort,NaN,"Wehntalerstr. 586 b, 8046 Zürich",21.02.2020,zuerich,26.02.2020,75,4.Stock,,,,,,,,1391,125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22996156,Wohnung,5374,7.5,01.11.2020,5,"Binzallee 39, 8055 Zürich",,zuerich,26.02.2020,217,1.Stock,,1,2005,1,,,,4759,615,1,300m,400m,,,100m,100m,100m,,,,,,,,,,,,,,,,,,,,,,
22993484,Wohnung,1700,2.5,nachVereinbarung,NaN,8006 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993255,Wohnung,1600,3.5,nachVereinbarung,NaN,8005 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23013056,Wohnung,10,1,nachVereinbarung,NaN,8008 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993533,Maisonette,aufAnfrage,5.5,sofort,NaN,8008 Zürich,21.02.2020,zuerich,26.02.2020,236,,,,,,,,1,,,1,,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993251,Wohnung,180,,nachVereinbarung,NaN,8049 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993536,Wohnung,2980,4,01.04.2020,4,"Moränenstrasse 6, 8038 Zürich",21.02.2020,zuerich,26.02.2020,100,,1,,1998,1,,,,2750,230,,150m,150m,,2000m,300m,250m,350m,,,,,,,,,1,,,,,,,,,,,,,
22993150,Wohnung,1960,2.5,nachVereinbarung,NaN,8008 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993496,Wohnung,1680,2.5,nachVereinbarung,NaN,8055 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993532,Wohnung,2950,3,,NaN,8005 Zürich,21.02.2020,zuerich,26.02.2020,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993155,Wohnung,3800,3.5,nachVereinbarung,NaN,8001 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22996066,Wohnung,1790,3,01.05.2020,5,"Anton-Higi-Strasse 7, 8046 Zürich",20.02.2020,zuerich,26.02.2020,61,1.Stock,,,1954,1,,,,1470,320,,200m,500m,,,400m,400m,600m,,,,,,,,,,,,,,,,,,,,,,
22992835,Wohnung,1000,1,01.03.2020,NaN,"Regensbergstrasse 306, 8050 Zürich ZH",20.02.2020,zuerich,26.02.2020,15,2.Stock,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992957,Wohnung,2800,3.5,nachVereinbarung,NaN,8037 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22993145,Wohnung,150,,nachVereinbarung,NaN,8005 Zürich ZH,21.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992839,Wohnung,1590,2.5,nachVereinbarung,NaN,"Wehntalerstrasse 586B, 8046 Zürich ZH",20.02.2020,zuerich,26.02.2020,70,3.Stock,1,1,,1,1,,,1495,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992834,Wohnung,1000,1,sofort,NaN,"Bienestrasse 3, 8004 Zürich ZH",20.02.2020,zuerich,26.02.2020,10,4.Stock,1,,2014,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23015790,Wohnung,1400,4,nachVereinbarung,NaN,8001 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992566,Wohnung,1400,3.5,nachVereinbarung,NaN,8006 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992522,Wohnung,1835,2.5,01.05.2020,3,"Blütenstrasse 14, 8057 Zürich",,zuerich,26.02.2020,48,1.Stock,1,,1962,,,,,1715,120,1,150m,1000m,1,,80m,200m,200m,,,,1,,,,,1,,,,,,,,,,,,,
22992669,Wohnung,3280,4.5,01.06.2020,5,"Maneggstrasse 83, 8041 Zürich",20.02.2020,zuerich,26.02.2020,115,6.Stock,,,2017,,,,,2990,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22991373,Wohnung,1075,1,01.05.2020,NaN,"Am Glattbogen 175, 8050 Zürich",20.02.2020,zuerich,26.02.2020,25,2.Stock,1,,,1,,,,950,125,,65m,100m,,2500m,,,,,,,,,,,,,,,,,,,,,,,,,
22992592,Wohnung,2280,3,nachVereinbarung,3,"Schaffhauserstrasse 456, 8052 Zürich",20.02.2020,zuerich,26.02.2020,74,1.Stock,,,1923,,,,,2100,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992328,Wohnung,2500,5.5,nachVereinbarung,NaN,8002 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22991365,Wohnung,1690,1.5,01.03.2020,NaN,"Wiesenstrasse 5, 8008 Zürich",20.02.2020,zuerich,26.02.2020,38,,,,,,,,,1500,190,1,50m,50m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22990633,Einzelzimmer,817,1,nachVereinbarung,NaN,"Mühlebachstrasse, 8008 Zürich",20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22991595,Wohnung,1605,4,,NaN,8051 Zürich,20.02.2020,zuerich,26.02.2020,60,2.Stock,,,,,,,,1320,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22991597,Wohnung,1835,2.5,,NaN,8057 Zürich,20.02.2020,zuerich,26.02.2020,48,1.Stock,,,,,,,,1715,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22992521,Wohnung,1605,4,sofort,4,"Grosswiesenstrasse 16, 8051 Zürich",20.02.2020,zuerich,26.02.2020,60,2.Stock,1,,1954,,,,,1320,285,,300m,200m,1,,200m,100m,200m,,,,,,,,,1,,,,,,,,,,,,,
22991217,Wohnung,2450,3.5,01.04.2020,3,"Reinhold-Frei-Strasse 17, 8049 Zürich",,zuerich,26.02.2020,85,2.Stock,1,1,1975,1,1,,,2200,250,1,250m,500m,,,100m,100m,500m,,,,,,,83,,,,,,,,,,,,,,,
22991843,Wohnung,2840,2.5,01.05.2020,5,"Scheideggstrasse 60, 8002 Zürich",20.02.2020,zuerich,26.02.2020,74,EG,1,,2015,,1,1,,2520,320,1,50m,1200m,1,,500m,500m,500m,,,,1,,,,,1,,1,,,,,,,,,,,
22990283,Wohnung,1550,1.5,,NaN,"Affolternstrasse 10, 8050 Zürich",20.02.2020,zuerich,26.02.2020,36,3.Stock,,,,1,,,,1380,170,1,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,
22990289,Wohnung,2790,3,16.03.2020,NaN,"Schaffhauserstrasse 223, 8057 Zürich",20.02.2020,zuerich,26.02.2020,100,3.Stock,,,,1,,,,2500,290,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22990290,Wohnung,2180,3,01.05.2020,3,"Bändlistrasse 58, 8064 Zürich",20.02.2020,zuerich,26.02.2020,66,8.Stock,1,,1965,1,1,,,1910,270,1,,,1,,,,,,,,,,,66,,1,,,,,,,,,,,,,
22992069,Wohnung,1730,2,01.04.2020,5,"Lagerstr. 89, 8004 Zürich",20.02.2020,zuerich,26.02.2020,52,4.Stock,,,1964,1,,,,1520,210,1,100m,100m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22990046,Wohnung,2840,2.5,01.05.2020,5,"Scheideggstrasse 60, 8002 Zürich",20.02.2020,zuerich,26.02.2020,75,,1,,2015,,,,,2520,320,1,,1200m,1,,500m,500m,500m,,,,1,,,,,1,,1,,,,,,,,,,,
22991240,Wohnung,1500,2,01.07.2020,NaN,"Wallisellenstrasse 473, 8050 Zürich",,zuerich,26.02.2020,46,EG,1,,,1,,,,1300,200,,50m,100m,,50m,100m,100m,,,,,,,,,,,,,,,,,,,,,,,
22991892,Wohnung,2505,3.5,01.04.2020,NaN,"Hegarstrasse 4, 8032 Zürich",20.02.2020,zuerich,26.02.2020,,3.Stock,1,,1927,1,,,,2275,230,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22990281,Wohnung,2685,3.5,01.04.2020,NaN,"Bäulistrasse 19, 8049 Zürich",20.02.2020,zuerich,26.02.2020,92,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22990279,Wohnung,2335,3.5,01.05.2020,4,"Kelchweg, 10, 8048 Zürich",20.02.2020,zuerich,26.02.2020,77,3.Stock,,,2007,1,,,,,,1,200m,650m,,,,,,,,,,,,,,,,,,,,,,,,,,,
23017489,Wohnung,1800,3,01.04.2020,NaN,"Sihlfeldstrasse 141, 8004 Zürich",20.02.2020,zuerich,26.02.2020,76,1.Stock,1,,,,,,,1650,150,1,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,
22990534,Wohnung,1750,2.5,01.04.2020,4,"Oberwiesenstrasse 73 A, 8050 Zürich",20.02.2020,zuerich,26.02.2020,58,1.Stock,,,1979,,1,,,1550,200,,400m,200m,,,300m,300m,500m,,,,,,,,,,,,,,,,,,,,,,
22990551,Wohnung,2320,2.5,01.04.2020,3,"Badenerstrasse 581, 8048 Zürich",20.02.2020,zuerich,26.02.2020,77,4.Stock,,,1931,,,,,2090,230,1,130m,500m,,,400m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
23021857,Wohnung,2477,3,01.04.2020,NaN,"Widmerstrasse 55, 8038 Zürich",20.02.2020,zuerich,26.02.2020,66,1.Stock,,,,1,,,,2197,280,,100m,450m,,1000m,500m,500m,,,,,,,,,,,,,,,,,,,,,,,
22990553,Wohnung,3760,3.5,01.07.2020,4,"Turbinenstrasse 32, 8005 Zürich",20.02.2020,zuerich,26.02.2020,100,6.Stock,,,2013,,,,,3450,310,1,200m,400m,,,600m,1000m,,,,,,,,,,,,,,,,,,,,,,,
22988973,Wohnung,1650,3,nachVereinbarung,NaN,8049 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22988976,Wohnung,2600,3,nachVereinbarung,NaN,8003 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22990531,Wohnung,2580,3,01.06.2020,4,"Neugasse 41, 8005 Zürich",20.02.2020,zuerich,26.02.2020,63,1.Stock,,,1895,,,,,2285,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22989012,Wohnung,3280,3,nachVereinbarung,NaN,8038 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22988977,Wohnung,2690,3,nachVereinbarung,NaN,8002 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22988746,Dachwohnung,2470,2,14.03.2020,NaN,"Zurlindenstrasse 227, 8003 Zürich",20.02.2020,zuerich,26.02.2020,40,5.Stock,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22987727,Attika,3925,4.5,01.05.2020,3,"Gubelstr. 36, 8050 Zürich",20.02.2020,zuerich,26.02.2020,159,8.Stock,,,1967,,,,,3445,480,1,300m,100m,,,200m,200m,250m,,,,,,,,,,,,,,,,,,,,,,
22986433,Wohnung,2450,4,16.03.2020,3,"Schwamendingenstrasse 21, 8050 Zürich",20.02.2020,zuerich,26.02.2020,83,EG,,,1947,,,,,2100,350,,50m,50m,,,200m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
23014744,Einzelzimmer,1148,1,01.03.2020,NaN,"Langfurren 6, 8057 Zürich",20.02.2020,zuerich,26.02.2020,16,EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22988418,Wohnung,2995,2.5,01.04.2020,4,"Brandschenkestrasse 40, 8002 Zürich",,zuerich,26.02.2020,80,2.Stock,1,,1992,1,1,,,2745,250,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22986437,Einzelzimmer,995,1,,NaN,"Birmensdorferstrasse, 8055 Zürich",20.02.2020,zuerich,26.02.2020,,1.Stock,1,,1950,,,,,,,,200m,200m,,,,,,,,,,,,12,,,,,,,,,,,,,,,
22986434,Wohnung,2480,2.5,01.04.2020,NaN,"Neunbrunnenstr. 38, 8050 Zürich",20.02.2020,zuerich,26.02.2020,,11.Stock,,,,1,,,,2290,190,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22988301,Attika,3925,5.5,01.05.2020,3,"Gubelstr. 36, 8050 Zürich",,zuerich,26.02.2020,159,8.Stock,,,1967,,,,,3445,480,1,300m,100m,,,200m,200m,250m,,,,,,,,,,,,,,,,,,,,,,
22986429,Wohnung,2499,3,05.04.2020,NaN,"Restelbergstrasse 60, 8044 Zürich",20.02.2020,zuerich,26.02.2020,85,EG,,,,1,,,,2089,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23009392,Wohnung,3200,4,nachVereinbarung,NaN,8006 Zürich ZH,20.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22986478,Wohnung,1100,1,sofort,NaN,"Tichelrüti 6, 8044 Zürich ZH",20.02.2020,zuerich,26.02.2020,15,3.Stock,,,1978,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22986328,Wohnung,1270,1,sofort,NaN,"Neue Hard 16, 8005 Zürich ZH",20.02.2020,zuerich,26.02.2020,,4.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22985332,Wohnung,2680,4.5,01.06.2020,4,"Holderbachweg 8, 8046 Zürich",19.02.2020,zuerich,26.02.2020,111,EG,1,,1989,,,,,2270,410,1,100m,100m,1,1000m,50m,50m,200m,,,,,,,,,1,,,,,,,,,,,,,
22985431,Wohnung,1930,4,01.06.2020,5,"Leimbachstrasse 30, 8041 Zürich",19.02.2020,zuerich,26.02.2020,81,2.Stock,1,,1945,,,,,1610,320,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22985436,Wohnung,2230,3.5,nachVereinbarung,5,"Neunbrunnenstrasse 114, 8050 Zürich",,zuerich,26.02.2020,95,3.Stock,,,2002,,,,,1990,240,,34m,655m,1,14m,84m,499m,932m,,,,,,,,,,,,,,,,,,,,,,
22992127,Wohnung,1600,2.5,01.03.2020,5,"Schaffhauserstr. 639, 8052 Zürich",19.02.2020,zuerich,26.02.2020,73,1.Stock,1,1,1995,1,1,,,1400,200,1,300m,500m,1,,300m,300m,1500m,,,,,,,,,,,,,,,,,,,,,,
22985773,Wohnung,2550,2.5,nachVereinbarung,NaN,"Hugelstrasse 44, 8002 Zürich ZH",19.02.2020,zuerich,26.02.2020,67,EG,,,,1,1,1,,2300,250,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22985330,Wohnung,4106,3.5,01.03.2020,5,"Färberstrasse 30, 8008 Zürich",19.02.2020,zuerich,26.02.2020,100,1.Stock,1,,2017,,,,,3806,300,1,100m,500m,1,1500m,1000m,1000m,1000m,,,,1,,,,,1,,1,,,,,,,,,,,
22988279,Wohnung,1610,1.5,01.04.2020,NaN,"Hohlstrasse 100, 8004 Zürich",19.02.2020,zuerich,26.02.2020,28,EG,,,,,,,,1521,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22986327,Wohnung,1050,1,sofort,NaN,"Altwiesenstrasse 87, Zürich, 8051 Zürich ZH",20.02.2020,zuerich,26.02.2020,14,2.Stock,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22985328,Wohnung,870,1,01.05.2020,5,"Stiglenstrasse 59, 8052 Zürich",19.02.2020,zuerich,26.02.2020,28,1.Stock,1,,1966,,,,,750,120,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22983023,Wohnung,1850,2,01.05.2020,NaN,"Langackerstrasse 51, 8057 Zürich",19.02.2020,zuerich,26.02.2020,,2.Stock,1,,,1,,,,1740,110,,500m,200m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22983012,Wohnung,3095,3.5,01.07.2020,3,"Siewerdtstrasse 107, 8050 Zürich",19.02.2020,zuerich,26.02.2020,99,4.Stock,1,,2017,1,1,,,2795,300,1,200m,500m,1,1200m,,,,,,,,,,,,1,,,,,,,,,,,,,
22983009,Wohnung,2510,3.5,01.03.2020,5,"Rautistrasse 61, 8047 Zürich",19.02.2020,zuerich,26.02.2020,85,4.Stock,,,2016,,,,,2270,240,,100m,100m,1,2000m,150m,,,,,,,,,,,,,,,,,,,,,,,,
22982178,Wohnung,3100,3,sofort,NaN,"Sempacherstrasse 20, 8032 Zürich",,zuerich,26.02.2020,70,2.Stock,1,,,1,,,,2900,200,,120m,140m,,,620m,490m,,,,,,,,,,,,,,,,,,,,,,,
22982997,Wohnung,3720,5,,NaN,"Heinrich Federer-Strasse 32, 8038 Zürich",19.02.2020,zuerich,26.02.2020,127,,1,,,1,1,1,1,3500,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22983010,Wohnung,2018,3,sofort,4,"Magdalenenstrasse 9, 8050 Zürich",19.02.2020,zuerich,26.02.2020,79,1.Stock,1,,1952,,,,,1868,150,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,
22982998,Wohnung,3940,4.5,sofort,4,"Kilchbergstrasse 125, 8038 Zürich",19.02.2020,zuerich,26.02.2020,106,EG,,,2019,1,1,,,3650,290,1,130m,850m,,1500m,450m,700m,600m,,,,,,,,,1,,,,,,,,,,,,,
22982651,Wohnung,1290,1,sofort,NaN,"Burstwiesenstrasse 73, 8055 Zürich",19.02.2020,zuerich,26.02.2020,24,2.Stock,,,,1,,,,1210,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22983624,Wohnung,2430,3.5,17.04.2020,NaN,"Luegete, 8053 Zürich",19.02.2020,zuerich,26.02.2020,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22984186,Maisonette,2654,4,01.05.2020,5,"Margrit-Rainer-Strasse 13, 8050 Zürich",19.02.2020,zuerich,26.02.2020,117,EG,1,,2004,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22979722,Wohnung,4500,5.5,sofort,NaN,"Nidelbadstrasse 2, 8038 Zürich",19.02.2020,zuerich,26.02.2020,174,2.Stock,,,,1,1,1,,4100,400,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
23018469,Wohnung,1650,1.5,nachVereinbarung,NaN,8032 Zürich ZH,19.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22979732,Wohnung,1980,2.5,01.04.2020,NaN,"Wieslergasse 10, 8049 Zürich",19.02.2020,zuerich,26.02.2020,,3.Stock,1,,,1,1,1,,1750,230,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22983189,Wohnung,2386,4,16.04.2020,4,"Langmauerstrasse 105, 8006 Zürich",19.02.2020,zuerich,26.02.2020,67,3.Stock,,,1926,,,,,2100,286,,300m,600m,,,300m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22981286,Wohnung,2347,3.5,,NaN,8057 Zürich,19.02.2020,zuerich,26.02.2020,80,2.Stock,,,,,,,,2257,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22983259,Maisonette,3980,3.5,nachVereinbarung,4,"Stampfenbachplatz 4, 8006 Zürich",19.02.2020,zuerich,26.02.2020,110,5.Stock,1,,1926,,,,,3650,330,1,15m,300m,,,500m,500m,500m,,,,,,,,,,,,1,,,,,,,,,,
22982057,Wohnung,1910,3.5,01.03.2020,NaN,8053 Zürich ZH,19.02.2020,zuerich,26.02.2020,82,2.Stock,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22979729,Wohnung,1400,3.5,sofort,NaN,"Rautistrasse 332, 8048 Zürich",19.02.2020,zuerich,26.02.2020,,1.Stock,1,,,1,1,,,1250,150,,10m,500m,,3000m,300m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22981521,Wohnung,2170,2.5,01.04.2020,NaN,"Waldstrasse 12, 8045 Zürich",,zuerich,26.02.2020,55,2.Stock,,,,,,,,2020,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22981413,Wohnung,3000,3.5,01.05.2020,3,"Siewerdtstrasse 14, 8050 Zürich",19.02.2020,zuerich,26.02.2020,93,5.Stock,,,2005,,,,,2750,250,1,100m,200m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22978676,Wohnung,920,1,01.04.2020,NaN,"Luegislandstrasse 497, 8051 Zürich ZH",18.02.2020,zuerich,26.02.2020,,2.Stock,,,,1,,,,900,20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22979223,Wohnung,960,1,01.03.2020,NaN,8005 Zürich ZH,19.02.2020,zuerich,26.02.2020,18,4.Stock,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22979716,Wohnung,1340,1,11.05.2020,NaN,"Seestrasse 55, 8002 Zürich",19.02.2020,zuerich,26.02.2020,30,EG,1,,,1,,,,1220,120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22977976,Wohnung,2840,3.5,01.04.2020,5,"Witikonerstrasse 54, 8032 Zürich",18.02.2020,zuerich,26.02.2020,93,EG,,,1975,,,,,2600,240,1,200m,250m,,500m,450m,,,,,,,,,,,,,,,,,,,,,,,,
23025399,Wohnung,1550,1,nachVereinbarung,NaN,8006 Zürich ZH,18.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
