"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2001","Hungary","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.0",""
"2001","Hungary","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2001","Malta","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2001","Malta","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2001","Netherlands","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.4",""
"2001","Netherlands","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2001","Austria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.4",""
"2001","Austria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.0",""
"2001","Poland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.9",""
"2001","Poland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2001","Portugal","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.0",""
"2001","Portugal","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2001","Romania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.8",""
"2001","Romania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2001","Slovenia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","7.4",""
"2001","Slovenia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2001","Slovakia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2001","Slovakia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2001","Finland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.0",""
"2001","Finland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2001","Sweden","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.8",""
"2001","Sweden","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2001","United Kingdom","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.7",""
"2001","United Kingdom","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.8",""
"2001","Iceland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.4",""
"2001","Iceland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.5",""
"2001","Liechtenstein","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2001","Liechtenstein","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2001","Norway","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.5",""
"2001","Norway","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","7.6",""
"2001","Switzerland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.6",""
"2001","Switzerland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.5",""
"2001","North Macedonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.9",""
"2001","North Macedonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2001","Albania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2001","Albania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","European Union - 28 countries","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.3","e"
"2002","European Union - 28 countries","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.6","e"
"2002","Belgium","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2002","Belgium","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","Bulgaria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.8",""
"2002","Bulgaria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2002","Czechia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.0",""
"2002","Czechia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2002","Denmark","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","12.4",""
"2002","Denmark","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.7",""
"2002","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.8",""
"2002","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.8",""
"2002","Estonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.7",""
"2002","Estonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","Ireland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.5",""
"2002","Ireland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.4",""
"2002","Greece","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.2",""
"2002","Greece","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","Spain","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.8",""
"2002","Spain","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2002","France","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.7",""
"2002","France","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2002","France (metropolitan)","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.5",""
"2002","France (metropolitan)","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2002","Croatia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.7",""
"2002","Croatia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.7",""
"2002","Italy","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.3",""
"2002","Italy","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.6",""
"2002","Cyprus","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2002","Cyprus","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","Latvia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.1",""
"2002","Latvia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2002","Lithuania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.6",""
"2002","Lithuania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2002","Luxembourg","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.7",""
"2002","Luxembourg","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2002","Hungary","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.9",""
"2002","Hungary","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2002","Malta","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2002","Malta","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","Netherlands","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.8",""
"2002","Netherlands","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2002","Austria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.8",""
"2002","Austria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.9",""
"2002","Poland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.5",""
"2002","Poland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2002","Portugal","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.6",""
"2002","Portugal","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2002","Romania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.7",""
"2002","Romania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2002","Slovenia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","7.8",""
"2002","Slovenia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2002","Slovakia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.0",""
"2002","Slovakia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2002","Finland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.4",""
"2002","Finland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2002","Sweden","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.3",""
"2002","Sweden","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2002","United Kingdom","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.6",""
"2002","United Kingdom","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.8",""
"2002","Iceland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.6",""
"2002","Iceland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.0",""
"2002","Liechtenstein","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2002","Liechtenstein","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2002","Norway","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.1",""
"2002","Norway","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","5.6",""
"2002","Switzerland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.5",""
"2002","Switzerland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.5",""
"2002","North Macedonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.9",""
"2002","North Macedonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2002","Albania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2002","Albania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","European Union - 28 countries","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.4","e"
"2003","European Union - 28 countries","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.6","e"
"2003","Belgium","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.0",""
"2003","Belgium","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.7",""
"2003","Bulgaria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.8",""
"2003","Bulgaria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2003","Czechia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.6",""
"2003","Czechia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2003","Denmark","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","11.5",""
"2003","Denmark","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.9",""
"2003","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","6.0",""
"2003","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.8",""
"2003","Estonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","11.4",""
"2003","Estonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Ireland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.8",""
"2003","Ireland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.3",""
"2003","Greece","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.2",""
"2003","Greece","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Spain","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.9",""
"2003","Spain","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2003","France","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.7",""
"2003","France","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2003","France (metropolitan)","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.6",""
"2003","France (metropolitan)","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2003","Croatia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.6",""
"2003","Croatia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.8",""
"2003","Italy","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.4",""
"2003","Italy","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.6",""
"2003","Cyprus","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2003","Cyprus","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Latvia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.7",""
"2003","Latvia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Lithuania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.9",""
"2003","Lithuania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2003","Luxembourg","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.8",""
"2003","Luxembourg","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.5",""
"2003","Hungary","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.5",""
"2003","Hungary","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2003","Malta","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.6",""
"2003","Malta","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Netherlands","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.4",""
"2003","Netherlands","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2003","Austria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.9",""
"2003","Austria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.1",""
"2003","Poland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.9",""
"2003","Poland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2003","Portugal","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.1",""
"2003","Portugal","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2003","Romania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.1",""
"2003","Romania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Slovenia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.5",""
"2003","Slovenia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2003","Slovakia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2003","Slovakia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Finland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.7",""
"2003","Finland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2003","Sweden","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.6",""
"2003","Sweden","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2003","United Kingdom","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.6",""
"2003","United Kingdom","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.6",""
"2003","Iceland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.6",""
"2003","Iceland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Liechtenstein","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2003","Liechtenstein","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2003","Norway","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.4",""
"2003","Norway","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.9",""
"2003","Switzerland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.9",""
"2003","Switzerland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.4",""
"2003","North Macedonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.3",""
"2003","North Macedonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2003","Albania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2003","Albania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","European Union - 28 countries","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.3","e"
"2004","European Union - 28 countries","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.6","e"
"2004","Belgium","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.1",""
"2004","Belgium","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2004","Bulgaria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.0",""
"2004","Bulgaria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2004","Czechia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.7",""
"2004","Czechia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2004","Denmark","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","14.3",""
"2004","Denmark","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.9",""
"2004","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.7",""
"2004","Germany (until 1990 former territory of the FRG)","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.7",""
"2004","Estonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","10.4",""
"2004","Estonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2004","Ireland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.4",""
"2004","Ireland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","3.0",""
"2004","Greece","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.2",""
"2004","Greece","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2004","Spain","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.9",""
"2004","Spain","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.4",""
"2004","France","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.2",""
"2004","France","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2004","France (metropolitan)","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.1",""
"2004","France (metropolitan)","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2004","Croatia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.7",""
"2004","Croatia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.2",""
"2004","Italy","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2004","Italy","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Cyprus","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.5",""
"2004","Cyprus","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Latvia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.6",""
"2004","Latvia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2004","Lithuania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.9",""
"2004","Lithuania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.3",""
"2004","Luxembourg","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.4",""
"2004","Luxembourg","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Hungary","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.8",""
"2004","Hungary","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Malta","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.5",""
"2004","Malta","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Netherlands","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.3",""
"2004","Netherlands","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2004","Austria","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.1",""
"2004","Austria","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.1",""
"2004","Poland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.4",""
"2004","Poland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2004","Portugal","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.2",""
"2004","Portugal","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.1",""
"2004","Romania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.1",""
"2004","Romania","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2004","Slovenia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","5.3",""
"2004","Slovenia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2004","Slovakia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.0",""
"2004","Slovakia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.0",""
"2004","Finland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.6",""
"2004","Finland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.6",""
"2004","Sweden","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.9",""
"2004","Sweden","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.5",""
"2004","United Kingdom","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.8",""
"2004","United Kingdom","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","1.6",""
"2004","Iceland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","2.0",""
"2004","Iceland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Liechtenstein","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol",":",""
"2004","Liechtenstein","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)",":",""
"2004","Norway","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","4.4",""
"2004","Norway","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.8",""
"2004","Switzerland","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","3.4",""
"2004","Switzerland","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","2.5",""
"2004","North Macedonia","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","1.3",""
"2004","North Macedonia","Rate","Total","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.2",""
"2004","Albania","Rate","Total","Total","Mental and behavioural disorders due to use of alcohol","0.2",""
